current_value,highest_value,outfitter,last_team,prev_team,prev_prev_team,link
£22.50m,£22.50m,None,Valencia,Celta de Vigo,Celta Vigo B,/santi-mina/profil/spieler/255653
£1.80m,£1.80m,None,Feyenoord,NEC Nijmegen,Feyenoord,/calvin-verdonk/profil/spieler/258364
0,0,None,Minnesota Utd.,Oregon State,No_team,/hassani-dotson/profil/spieler/636081
£900k,£900k,None,FC Groningen,Heracles Almelo,FC Twente U19,/mike-te-wierik/profil/spieler/155806
£450k,£540k,None,Montreal Impact,River Plate II,Montreal Impact,/victor-cabrera/profil/spieler/353463
£540k,£540k,None,Parma,Trapani,Atalanta,/matteo-scozzarella/profil/spieler/85208
£4.50m,£4.50m,None,Wolves,Norwich,Peterborough,/ryan-bennett/profil/spieler/67252
£135k,£135k,None,Brentford,Brentford B,AC Horsens,/mads-bech-sorensen/profil/spieler/372240
£9.00m,£9.00m,None,TSG Hoffenheim,SC Freiburg,SC Freiburg U19,/oliver-baumann/profil/spieler/55089
£2.70m,£6.30m,None,Trabzonspor,Lazio,Lazio U19,/ogenyi-onazi/profil/spieler/131709
£5.40m,£5.40m,None,SCO Angers,Tours FC,Tours B,/baptiste-santamaria/profil/spieler/285323
£900k,£1.35m,None,CD Leganés,Granada CF,CD Leganés,/fede-vico/profil/spieler/162079
£630k,£630k,None,Nacional,Celta Vigo B,Nacional,/joao-camacho/profil/spieler/268732
£31.50m,£31.50m,None,SSC Napoli,Ajax,Bay. Leverkusen,/arkadiusz-milik/profil/spieler/191891
£1.35m,£1.80m,None,Sporting CP,Braga,Sporting CP,/joao-palhinha/profil/spieler/257455
£12.60m,£16.20m,None,Villarreal,SCO Angers,FC Sochaux,/karl-toko-ekambi/profil/spieler/315110
£90k,£1.89m,None,Akhisarspor,Bursaspor,Galatasaray,/bilal-kisa/profil/spieler/7444
£2.70m,£6.30m,None,Middlesbrough,Aston Villa,Blackburn,/rudy-gestede/profil/spieler/39908
£3.15m,£3.15m,None,Boca Juniors,Celta de Vigo,Boca Juniors,/lucas-olaza/profil/spieler/216240
£360k,£720k,None,Feirense,Boavista,Feirense,/vitor-bruno/profil/spieler/130635
£6.30m,£6.30m,None,G. Bordeaux,Atlético-PR,Atlético-PR B,/otavio/profil/spieler/312314
£2.70m,£2.70m,None,Sporting CP,Toluca,Cortuluá,/cristian-borja/profil/spieler/356099
£7.20m,£7.20m,None,Brentford,Exeter City,Weston-Super-Mare AFC,/ollie-watkins/profil/spieler/324358
£36.00m,£36.00m,None,Paris SG,Zenit S-Pb,AS Roma,/leandro-paredes/profil/spieler/166237
£360k,£360k,None,CA Rosario,Envigado,Envigado U20,/duvan-vergara/profil/spieler/413658
£1.80m,£9.90m,None,Spartak Moscow,Dinamo Moscow,Dinamo M II,/dmitri-kombarov/profil/spieler/38782
£1.80m,£2.93m,None,Atl. Nacional,San Lorenzo,Atl. Nacional,/fernando-monetti/profil/spieler/69815
£4.50m,£7.20m,None,Lazio,Rostov,Petro Luanda,/bastos/profil/spieler/195810
£54.00m,£54.00m,None,Real Madrid,Bay. Leverkusen,RM Castilla,/daniel-carvajal/profil/spieler/138927
£113k,£135k,None,JS Suning,XJ T. Leopard,XJ Leopard Res.,/abduhamit-abdugheni/profil/spieler/449191
£360k,£2.25m,None,Alanyaspor,Osmanlispor,Karabükspor,/ceyhun-gulselam/profil/spieler/37216
£3.60m,£5.40m,None,Torino,Sampdoria,Fiorentina,/lorenzo-de-silvestri/profil/spieler/33571
£720k,£720k,None,1.FC Heidenheim,Stuttgart II,Energie Cottbus,/kevin-muller/profil/spieler/43824
£2.25m,£5.40m,None,Celta de Vigo,Valencia,Celta de Vigo,/facundo-roncaglia/profil/spieler/61546
£13.50m,£13.50m,None,Everton,Sheffield Utd.,Northampt. Town,/dominic-calvert-lewin/profil/spieler/306024
£180k,£180k,None,Bolton,Norwich,Bolton,/remi-matthews/profil/spieler/196722
£1.13m,£1.13m,None,Dijon,FUS Rabat,AM Football,/nayef-aguerd/profil/spieler/361914
£900k,£2.25m,None,Rotherham,Sunderland,West Brom,/billy-jones/profil/spieler/36866
£1.35m,£1.35m,None,SCO Angers,Paris SG U19,US Créteil,/wilfried-kanga/profil/spieler/395523
£180k,£720k,None,Chaves,Sheff Wed,Paços Ferreira,/filipe-melo/profil/spieler/134580
£10.80m,£10.80m,None,LOSC Lille,Paris SG,Paris SG B,/mike-maignan/profil/spieler/182906
£135k,£135k,None,Fiorentina U19,FC Sion U21,FC Sion U18,/nicky-beloko/profil/spieler/382774
£540k,£3.15m,None,Chievo Verona,Torino,Genoa,/riccardo-meggiorini/profil/spieler/28936
£36.00m,£54.00m,None,Real Madrid,Olympique Lyon,Olymp. Lyon U19,/karim-benzema/profil/spieler/18922
£1.80m,£4.05m,None,Boca Juniors,Trabzonspor,San Lorenzo,/emmanuel-mas/profil/spieler/77153
£1.35m,£1.35m,None,Akhmat Grozny,Wisla Plock,Jagiellonia,/damian-szymanski/profil/spieler/259881
0,0,None,Independiente,Indep'te II,Indep'te U20,/diego-mercado/profil/spieler/556049
£8.10m,£8.10m,None,Brighton,RB Leipzig,RB Salzburg,/bernardo/profil/spieler/364258
£315k,£360k,None,SV Sandhausen,Würzb. Kickers,1860 Munich,/emanuel-taffertshofer/profil/spieler/196785
£2.25m,£4.50m,None,Celta de Vigo,Nordsjaelland,Nordsjaell. U19,/mathias-jensen/profil/spieler/319859
£9.90m,£9.90m,None,Istanbul BBSK,Zeljeznicar,FK Buducnost Banovici U19,/edin-visca/profil/spieler/109217
£720k,£2.70m,None,Granada CF,CD Lugo,UD Almería,/ramon-azeez/profil/spieler/131667
£90k,£900k,None,Feirense,AE Pafos,Feirense,/cris/profil/spieler/24946
£225k,£1.35m,None,Nottm Forest,Bristol City,Panathinaikos,/luke-steele/profil/spieler/3539
£1.80m,£5.85m,None,Werder Bremen,Sampdoria,Ajax,/niklas-moisander/profil/spieler/5017
£4.95m,£5.40m,None,Sporting CP,Club Brugge,LOSC Lille,/abdoulay-diaby/profil/spieler/148396
£3.15m,£3.15m,None,Krasnodar,Ufa,Baltika,/dmitri-stotskiy/profil/spieler/124700
£36.00m,£54.00m,None,Bayern Munich,Bor. Dortmund,Bayern Munich,/mats-hummels/profil/spieler/39728
£675k,£2.70m,None,Norwich,West Brom,Blackpool,/wesley-hoolahan/profil/spieler/24589
£450k,£450k,None,FC Groningen,Groningen U21,AZ Alkmaar U19,/michael-breij/profil/spieler/258511
0,0,None,Argentinos Jrs,Argentinos U20,No_team,/matias-romero/profil/spieler/605721
£68k,£68k,None,ADO Den Haag,Excelsior,Utrecht U21,/mike-havekotte/profil/spieler/206743
£450k,£450k,None,RCD Mallorca,Racing,CD Mirandés,/abdon-prats/profil/spieler/177452
£2.25m,£2.25m,None,Konyaspor,NK Domzale,Otelul Galati,/nejc-skubic/profil/spieler/91434
£360k,£630k,None,Los Angeles FC,Vancouver,Philadelphia,/jordan-harvey/profil/spieler/39354
£2.70m,£2.70m,None,AJ Auxerre,SC Amiens,AJ Auxerre B,/thomas-monconduit/profil/spieler/127182
£12.60m,£12.60m,None,RB Leipzig,Montpellier,Stade Laval,/nordi-mukiele/profil/spieler/348026
0,0,None,Chicago Fire,Indiana Hoosier,Fire Academy,/jeremiah-gutjahr/profil/spieler/402838
£9.00m,£9.00m,None,Sassuolo,Juventus,Sassuolo,/pol-lirola/profil/spieler/298975
£1.08m,£2.70m,None,Terek Grozny,HNK Rijeka,Slavia Prag,/bekim-balaj/profil/spieler/99137
£15.30m,£15.30m,None,RB Leipzig,SC Paderborn,Arm. Bielefeld,/diego-demme/profil/spieler/82070
£1.35m,£3.15m,None,Hannover 96,Greuther Fürth,Gr. Fürth II,/edgar-prib/profil/spieler/60028
£72.00m,£72.00m,None,Real Madrid,Bayern Munich,Bay. Leverkusen,/toni-kroos/profil/spieler/31909
£900k,£900k,None,Betis B,FC Barcelona B,Barça U19,/wilfrid-kaptoum/profil/spieler/256120
£630k,£720k,None,Belenenses SAD,Marítimo,Maccabi Netanya,/alhassane-keita/profil/spieler/197734
£18.00m,£25.20m,None,Arsenal,Bor. Dortmund,Werder Bremen,/sokratis/profil/spieler/34322
£900k,£3.15m,None,Sporting CP,Rio Ave FC,Sporting CP,/radosav-petrovic/profil/spieler/75296
£1.80m,£1.80m,None,Argentinos Jrs,Boca Juniors,Argentinos Jrs,/kevin-mac-allister/profil/spieler/428920
£405k,£450k,None,1.FC Heidenheim,Heidenheim U19,Heidenheim U17,/tim-skarke/profil/spieler/287920
£450k,£720k,None,CA Talleres,Aldosivi,CA Talleres,/fernando-godoy/profil/spieler/130452
£720k,£5.40m,None,Fenerbahce,Besiktas,Gaziantepspor,/ismail-koybasi/profil/spieler/74641
£1.80m,£2.25m,None,SZ FC,LA Galaxy,Columbus Crew,/ola-kamara/profil/spieler/62067
£225k,£225k,None,Swansea,Swansea U23,Watford U23,/george-byers/profil/spieler/240083
£4.05m,£4.05m,None,SC Freiburg,APOEL Nicosia,Puskás AFC,/roland-sallai/profil/spieler/332798
£180k,£2.25m,None,West Brom,Minnesota Utd.,Atlanta United,/tyrone-mears/profil/spieler/14050
£6.30m,£6.30m,None,Alavés,Real Zaragoza,Alcorcón,/victor-laguardia/profil/spieler/67080
£540k,£900k,None,Elche CF,SD Huesca,BSC Young Boys,/alexander-gonzalez/profil/spieler/147562
£765k,£1.62m,None,Konyaspor,C. Rizespor,Fenerbahce,/serkan-kirintili/profil/spieler/16058
£270k,£7.20m,None,Torino,Genoa,Valencia,/emiliano-moretti/profil/spieler/5755
£1.35m,£6.75m,None,Crystal Palace,VfL Bochum,Bolton,/chung-yong-lee/profil/spieler/81801
0,0,None,Blackburn U23,Blackburn U18,Blackburn Yth.,/daniel-butterworth/profil/spieler/478637
£158k,£180k,None,Montreal Impact,Gen. Adidas,FC Edmonton,/shamit-shome/profil/spieler/423445
£810k,£810k,None,FC Dallas,Uniautónoma,Uniautónoma B,/michael-barrios/profil/spieler/313286
£1.80m,£4.05m,None,Toulouse,Olympiacos,Genclerbirligi,/jimmy-durmaz/profil/spieler/80205
£1.13m,£1.35m,None,C. Rizespor,Genclerbirligi,Giresunspor,/vedat-muriqi/profil/spieler/256267
£720k,£810k,None,FC Dallas,Millonarios,Millonarios U20,/santiago-mosquera/profil/spieler/490621
£108.00m,£108.00m,None,Man City,Liverpool,Liverpool U18,/raheem-sterling/profil/spieler/134425
£5.40m,£8.10m,None,Olympiacos,Reims,Olympiacos,/bjorn-engels/profil/spieler/193469
£2.25m,£2.25m,None,Rubin Kazan,Krasnodar,Rubin Kazan,/vyacheslav-podberezkin/profil/spieler/207528
£4.50m,£12.60m,None,Lazio,BSC Young Boys,Grasshoppers,/senad-lulic/profil/spieler/61449
£450k,£450k,None,FC Dallas,NY Cosmos,FC Dallas,/jimmy-maurer/profil/spieler/183337
£1.80m,£1.80m,None,Godoy Cruz,Newell's,Godoy Cruz,/jalil-elias/profil/spieler/376859
£360k,£675k,None,Godoy Cruz,Newell's,Newell's II,/joaquin-varela/profil/spieler/553421
£36.00m,£36.00m,None,AS Roma,Inter,Entella U19,/nicolo-zaniolo/profil/spieler/392085
£45k,£45k,None,CA Rosario,Rosario B,CA Rosario U19,/marcelo-mino/profil/spieler/508135
£1.35m,£4.50m,None,Vitesse,Reading,Hertha BSC,/roy-beerens/profil/spieler/25427
£5.40m,£16.20m,None,Stoke City,Rayo Vallecano,Stoke City,/giannelli-imbula/profil/spieler/130756
£270k,£270k,None,Rubin Kazan,Rubin Kazan II,Rubin Kazan U19,/danil-stepanov/profil/spieler/456182
£12.60m,£12.60m,None,RB Leipzig,River Plate,Danubio FC,/marcelo-saracchi/profil/spieler/373916
£450k,£2.70m,None,FC St. Pauli,Arsenal,FC Twente,/ryo-miyaichi/profil/spieler/129688
£13.50m,£18.00m,None,AS Roma,Sampdoria,AS Roma,/patrik-schick/profil/spieler/242086
£3.15m,£3.60m,None,Atalanta,Aston Villa,Atalanta,/pierluigi-gollini/profil/spieler/244192
£9.00m,£11.70m,None,AS Roma,Spurs,AS Roma,/federico-fazio/profil/spieler/45314
£900k,£1.13m,None,Leeds,VVV-Venlo,Leeds,/jay-roy-grot/profil/spieler/360517
£4.95m,£7.20m,None,Zenit S-Pb,Atlético Madrid,Sevilla FC,/matias-kranevitter/profil/spieler/240900
£900k,£900k,None,Anzhi,Sampdoria,Feralpisalò,/andres-ponce/profil/spieler/308256
£1.80m,£1.80m,None,Fulham,KSC Lokeren,RSC Anderlecht,/denis-odoi/profil/spieler/59641
£13.50m,£13.50m,None,SPAL,Giacomense,D. Porto Tolle,/manuel-lazzari/profil/spieler/331401
£315k,£900k,None,Rotherham,MK Dons,Sheff Wed,/darren-potter/profil/spieler/22231
£720k,£1.49m,None,SV Sandhausen,1.FC Nuremberg,FC Copenhagen,/rurik-gislason/profil/spieler/15961
£630k,£630k,None,Real Zaragoza,Gil Vicente,Oliveirense,/james-igbekeme/profil/spieler/375849
£18.00m,£27.00m,None,Spurs,AS Roma,River Plate,/erik-lamela/profil/spieler/111630
£900k,£900k,None,Erzgebirge Aue,Dynamo Dresden,Arm. Bielefeld,/pascal-testroet/profil/spieler/53521
£3.42m,£6.30m,None,Spartak Moscow,Kuban Krasnodar,Benfica,/lorenzo-melgarejo/profil/spieler/127822
£12.60m,£13.50m,None,PSV Eindhoven,Nacional,Nacional U19,/gaston-pereiro/profil/spieler/264116
£450k,£450k,None,FC St. Pauli,FC St. Pauli II,St. Pauli U19,/florian-carstens/profil/spieler/334543
£675k,£2.70m,None,CD Morón,San Lorenzo,Lanús,/roman-martinez/profil/spieler/53134
£450k,£450k,None,RCD Mallorca,Gimnàstic,Valencia B,/alex-lopez/profil/spieler/166674
£3.60m,£3.60m,None,Godoy Cruz,San Lorenzo II,Godoy Cruz,/tomas-cardona/profil/spieler/422700
£630k,£810k,None,Spartak Moscow,Spartak 2,Tosno,/georgi-melkadze/profil/spieler/281552
£180k,£540k,None,R. Majadahonda,Real Oviedo,Alcorcón,/hector-verdes/profil/spieler/57954
£1.35m,£3.15m,None,Dep. La Coruña,UD Las Palmas,Las Palmas Atl.,/vicente-gomez/profil/spieler/153236
£2.25m,£2.25m,None,VfB Stuttgart,F. Düsseldorf,VfB Stuttgart,/marcin-kaminski/profil/spieler/129358
0,0,None,Reims,Jura Sud,No_team,/boulaye-dia/profil/spieler/626913
£10.80m,£10.80m,None,Paris SG,Paris SG B,Crotone,/moussa-diaby/profil/spieler/395516
£1.80m,£27.00m,None,HB CFFC,FC Barcelona,Liverpool,/javier-mascherano/profil/spieler/19981
£1.80m,£1.80m,None,Aston Villa,Aston Villa U23,Aston Villa U18,/keinan-davis/profil/spieler/412660
£315k,£315k,None,Rotherham,Peterborough,St. Albans City,/joe-newell/profil/spieler/185342
£4.50m,£4.50m,None,SC Amiens,Östersund,Syrianska FC,/saman-ghoddos/profil/spieler/204294
£540k,£675k,None,Montreal Impact,Impact Academy,No_team,/anthony-jackson-hamel/profil/spieler/333093
£2.70m,£3.38m,None,Basaksehir,Bursaspor,Fenerbahce,/mert-gunok/profil/spieler/51894
£450k,£12.60m,None,RSC Anderlecht,Extremadura,Genoa,/diego-capel/profil/spieler/27471
0,0,None,San Lorenzo,San Lorenzo II,San Lorenzo U20,/elias-pereyra/profil/spieler/576027
£9.00m,£9.00m,None,SPAL,Atalanta,SPAL,/andrea-petagna/profil/spieler/199258
£90k,£90k,None,Boca Juniors,Godoy Cruz,Boca Juniors,/agustin-heredia/profil/spieler/570420
£720k,£2.70m,None,Moreirense,AEL Limassol,Vit. Guimarães,/david-texeira/profil/spieler/143182
£13.50m,£13.50m,None,Hertha BSC,Marseille,Man City,/karim-rekik/profil/spieler/182579
£630k,£720k,None,Greuther Fürth,FSV Frankfurt,FC Liefering,/lukas-gugganig/profil/spieler/164142
£900k,£2.88m,None,Toronto FC,Dijon,Los Angeles FC,/laurent-ciman/profil/spieler/22338
£225k,£675k,None,Aldosivi,Guaraní,Instituto,/ezequiel-videla/profil/spieler/125889
£720k,£4.50m,None,Zenit S-Pb,Rostov,Zenit S-Pb,/ivan-novoseltsev/profil/spieler/231873
£1.80m,£1.80m,None,Dijon,Elche CF,Elche Ilicitano,/sory-kaba/profil/spieler/355689
£450k,£450k,None,Extremadura,Lorca FC,Barakaldo CF,/carlos-pomares/profil/spieler/238872
