player,lastname,team,team_clas,league,team_country,player_link_tm,player_link_ws,team_ws_link,team_tm_link
Yvon Mvogo,Mvogo,RasenBallsport Leipzig,Top 50,Bundesliga (GER),GER,/yvon-mvogo/profil/spieler/147051,/Players/103542/Show/Yvon-Mvogo,/Teams/7614/Show/Germany-RasenBallsport-Leipzig,/rasenballsport-leipzig/startseite/verein/23826
Konrad Laimer,Laimer,RasenBallsport Leipzig,Top 50,Bundesliga (GER),GER,/konrad-laimer/profil/spieler/223967,/Players/248010/Show/Konrad-Laimer,/Teams/7614/Show/Germany-RasenBallsport-Leipzig,/rasenballsport-leipzig/startseite/verein/23826
Nordi Mukiele,Mukiele,RasenBallsport Leipzig,Top 50,Bundesliga (GER),GER,/nordi-mukiele/profil/spieler/348026,/Players/299077/Show/Nordi-Mukiele,/Teams/7614/Show/Germany-RasenBallsport-Leipzig,/rasenballsport-leipzig/startseite/verein/23826
Diego Demme,Demme,RasenBallsport Leipzig,Top 50,Bundesliga (GER),GER,/diego-demme/profil/spieler/82070,/Players/133886/Show/Diego-Demme,/Teams/7614/Show/Germany-RasenBallsport-Leipzig,/rasenballsport-leipzig/startseite/verein/23826
Marcelo Saracchi,Saracchi,RasenBallsport Leipzig,Top 50,Bundesliga (GER),GER,/marcelo-saracchi/profil/spieler/373916,/Players/345388/Show/Marcelo-Saracchi,/Teams/7614/Show/Germany-RasenBallsport-Leipzig,/rasenballsport-leipzig/startseite/verein/23826
Orji Okwonkwo,Okwonkwo,Montreal Impact,Above 200,MLS (USA),USA,/orji-okwonkwo/profil/spieler/401935,/Players/330643/Show/Orji-Okwonkwo,/Teams/11135/Show/Canada-Montreal-Impact,/montreal-impact/startseite/verein/4078
Omar Browne,Browne,Montreal Impact,Above 200,MLS (USA),USA,/omar-browne/profil/spieler/189523,/Players/373305/Show/Omar-Browne,/Teams/11135/Show/Canada-Montreal-Impact,/montreal-impact/startseite/verein/4078
Ignacio Piatti,Piatti,Montreal Impact,Above 200,MLS (USA),USA,/ignacio-piatti/profil/spieler/37433,/Players/24177/Show/Ignacio-Piatti,/Teams/11135/Show/Canada-Montreal-Impact,/montreal-impact/startseite/verein/4078
Evan Bush,Bush,Montreal Impact,Above 200,MLS (USA),USA,/evan-bush/profil/spieler/148916,/Players/111721/Show/Evan-Bush,/Teams/11135/Show/Canada-Montreal-Impact,/montreal-impact/startseite/verein/4078
Víctor Cabrera,Cabrera,Montreal Impact,Above 200,MLS (USA),USA,/victor-cabrera/profil/spieler/353463,/Players/270530/Show/Víctor-Cabrera,/Teams/11135/Show/Canada-Montreal-Impact,/montreal-impact/startseite/verein/4078
Shamit Shome,Shome,Montreal Impact,Above 200,MLS (USA),USA,/shamit-shome/profil/spieler/423445,/Players/333939/Show/Shamit-Shome,/Teams/11135/Show/Canada-Montreal-Impact,/montreal-impact/startseite/verein/4078
Anthony Jackson-Hamel,Jackson-Hamel,Montreal Impact,Above 200,MLS (USA),USA,/anthony-jackson-hamel/profil/spieler/333093,/Players/229195/Show/Anthony-Jackson-Hamel,/Teams/11135/Show/Canada-Montreal-Impact,/montreal-impact/startseite/verein/4078
Gwion Edwards,Edwards,Ipswich,Above 200,Championship (ENG),ENG,/gwion-edwards/profil/spieler/192766,/Players/103835/Show/Gwion-Edwards,/Teams/165/Show/England-Ipswich,/ipswich-town/startseite/verein/677
Simon Dawkins,Dawkins,Ipswich,Above 200,Championship (ENG),ENG,/simon-dawkins/profil/spieler/57488,/Players/43449/Show/Simon-Dawkins,/Teams/165/Show/England-Ipswich,/ipswich-town/startseite/verein/677
Dean Gerken,Gerken,Ipswich,Above 200,Championship (ENG),ENG,/dean-gerken/profil/spieler/42055,/Players/133225/Show/Dean-Gerken,/Teams/165/Show/England-Ipswich,/ipswich-town/startseite/verein/677
Tristan Nydam,Nydam,Ipswich,Above 200,Championship (ENG),ENG,/tristan-nydam/profil/spieler/483545,/Players/333100/Show/Tristan-Nydam,/Teams/165/Show/England-Ipswich,/ipswich-town/startseite/verein/677
Matthew Pennington,Pennington,Ipswich,Above 200,Championship (ENG),ENG,/matthew-pennington/profil/spieler/220755,/Players/141451/Show/Matthew-Pennington,/Teams/165/Show/England-Ipswich,/ipswich-town/startseite/verein/677
Bartosz Bialkowski,Bialkowski,Ipswich,Above 200,Championship (ENG),ENG,/bartosz-bialkowski/profil/spieler/24496,/Players/13813/Show/Bartosz-Bialkowski,/Teams/165/Show/England-Ipswich,/ipswich-town/startseite/verein/677
Jack Lankester,Lankester,Ipswich,Above 200,Championship (ENG),ENG,/jack-lankester/profil/spieler/602544,/Players/364283/Show/Jack-Lankester,/Teams/165/Show/England-Ipswich,/ipswich-town/startseite/verein/677
Callum Elder,Elder,Ipswich,Above 200,Championship (ENG),ENG,/callum-elder/profil/spieler/271997,/Players/259345/Show/Callum-Elder,/Teams/165/Show/England-Ipswich,/ipswich-town/startseite/verein/677
Cole Skuse,Skuse,Ipswich,Above 200,Championship (ENG),ENG,/cole-skuse/profil/spieler/48094,/Players/13667/Show/Cole-Skuse,/Teams/165/Show/England-Ipswich,/ipswich-town/startseite/verein/677
Jonas Knudsen,Knudsen,Ipswich,Above 200,Championship (ENG),ENG,/jonas-knudsen/profil/spieler/144904,/Players/136402/Show/Jonas-Knudsen,/Teams/165/Show/England-Ipswich,/ipswich-town/startseite/verein/677
Abdullah Durak,Durak,Rizespor,Above 200,Super Lig (TUR),TUR,/abdullah-durak/profil/spieler/82713,/Players/43619/Show/Abdullah-Durak,/Teams/750/Show/Turkey-Rizespor,/caykur-rizespor/startseite/verein/126
Okechukwu Azubuike,Azubuike,Rizespor,Above 200,Super Lig (TUR),TUR,/okechukwu-azubuike/profil/spieler/386126,/Players/343462/Show/Okechukwu-Azubuike,/Teams/750/Show/Turkey-Rizespor,/caykur-rizespor/startseite/verein/126
Aatif Chahechouhe,Chahechouhe,Rizespor,Above 200,Super Lig (TUR),TUR,/aatif-chahechouhe/profil/spieler/73480,/Players/39356/Show/Aatif-Chahechouhe,/Teams/750/Show/Turkey-Rizespor,/caykur-rizespor/startseite/verein/126
Dario Melnjak,Melnjak,Rizespor,Above 200,Super Lig (TUR),TUR,/dario-melnjak/profil/spieler/238500,/Players/132266/Show/Dario-Melnjak,/Teams/750/Show/Turkey-Rizespor,/caykur-rizespor/startseite/verein/126
Vedat Muriqi,Muriqi,Rizespor,Above 200,Super Lig (TUR),TUR,/vedat-muriqi/profil/spieler/256267,/Players/254352/Show/Vedat-Muriqi,/Teams/750/Show/Turkey-Rizespor,/caykur-rizespor/startseite/verein/126
Elson Hooi,Hooi,ADO Den Haag,Above 200,Eredivise (NET),NET,/elson-hooi/profil/spieler/229228,/Players/115422/Show/Elson-Hooi,/Teams/764/Show/Netherlands-ADO-Den-Haag,/ado-den-haag/startseite/verein/1268
Danny Bakker,Bakker,ADO Den Haag,Above 200,Eredivise (NET),NET,/danny-bakker/profil/spieler/250440,/Players/122972/Show/Danny-Bakker,/Teams/764/Show/Netherlands-ADO-Den-Haag,/ado-den-haag/startseite/verein/1268
John Goossens,Goossens,ADO Den Haag,Above 200,Eredivise (NET),NET,/john-goossens/profil/spieler/35527,/Players/67062/Show/John-Goossens,/Teams/764/Show/Netherlands-ADO-Den-Haag,/ado-den-haag/startseite/verein/1268
Thijmen Goppel,Goppel,ADO Den Haag,Above 200,Eredivise (NET),NET,/thijmen-goppel/profil/spieler/342240,/Players/347192/Show/Thijmen-Goppel,/Teams/764/Show/Netherlands-ADO-Den-Haag,/ado-den-haag/startseite/verein/1268
Melvyn Lorenzen,Lorenzen,ADO Den Haag,Above 200,Eredivise (NET),NET,/melvyn-lorenzen/profil/spieler/143121,/Players/137002/Show/Melvyn-Lorenzen,/Teams/764/Show/Netherlands-ADO-Den-Haag,/ado-den-haag/startseite/verein/1268
Mike Havekotte,Havekotte,ADO Den Haag,Above 200,Eredivise (NET),NET,/mike-havekotte/profil/spieler/206743,/Players/135299/Show/Mike-Havekotte,/Teams/764/Show/Netherlands-ADO-Den-Haag,/ado-den-haag/startseite/verein/1268
Evgeni Chernov,Chernov,FC Rostov,Above 200,Premier Liga (RUS),RUS,/evgeni-chernov/profil/spieler/187024,/Players/328541/Show/Evgeni-Chernov,/Teams/562/Show/Russia-FC-Rostov,/fk-rostov/startseite/verein/1083
Maciej Wilusz,Wilusz,FC Rostov,Above 200,Premier Liga (RUS),RUS,/maciej-wilusz/profil/spieler/42109,/Players/141734/Show/Maciej-Wilusz,/Teams/562/Show/Russia-FC-Rostov,/fk-rostov/startseite/verein/1083
Mathias Normann,Normann,FC Rostov,Above 200,Premier Liga (RUS),RUS,/mathias-normann/profil/spieler/257805,/Players/320959/Show/Mathias-Normann,/Teams/562/Show/Russia-FC-Rostov,/fk-rostov/startseite/verein/1083
Ivan Novoseltsev,Novoseltsev,FC Rostov,Above 200,Premier Liga (RUS),RUS,/ivan-novoseltsev/profil/spieler/231873,/Players/229184/Show/Ivan-Novoseltsev,/Teams/562/Show/Russia-FC-Rostov,/fk-rostov/startseite/verein/1083
Dennis Hadzikadunic,Hadzikadunic,FC Rostov,Above 200,Premier Liga (RUS),RUS,/dennis-hadzikadunic/profil/spieler/322065,/Players/328490/Show/Dennis-Hadzikadunic,/Teams/562/Show/Russia-FC-Rostov,/fk-rostov/startseite/verein/1083
Konstantin Pliev,Pliev,FC Rostov,Above 200,Premier Liga (RUS),RUS,/konstantin-pliev/profil/spieler/394400,/Players/353990/Show/Konstantin-Pliev,/Teams/562/Show/Russia-FC-Rostov,/fk-rostov/startseite/verein/1083
Ilya Abaev,Abaev,FC Rostov,Above 200,Premier Liga (RUS),RUS,/ilya-abaev/profil/spieler/15569,/Players/55742/Show/Ilya-Abaev,/Teams/562/Show/Russia-FC-Rostov,/fk-rostov/startseite/verein/1083
Warner Hahn,Hahn,SC Heerenveen,Above 200,Eredivise (NET),NET,/warner-hahn/profil/spieler/111180,/Players/115650/Show/Warner-Hahn,/Teams/287/Show/Netherlands-SC-Heerenveen,/sc-heerenveen/startseite/verein/306
Kik Pierie,Pierie,SC Heerenveen,Above 200,Eredivise (NET),NET,/kik-pierie/profil/spieler/361207,/Players/327903/Show/Kik-Pierie,/Teams/287/Show/Netherlands-SC-Heerenveen,/sc-heerenveen/startseite/verein/306
Stijn Schaars,Schaars,SC Heerenveen,Above 200,Eredivise (NET),NET,/stijn-schaars/profil/spieler/4698,/Players/12252/Show/Stijn-Schaars,/Teams/287/Show/Netherlands-SC-Heerenveen,/sc-heerenveen/startseite/verein/306
Lucas Woudenberg,Woudenberg,SC Heerenveen,Above 200,Eredivise (NET),NET,/lucas-woudenberg/profil/spieler/221766,/Players/136066/Show/Lucas-Woudenberg,/Teams/287/Show/Netherlands-SC-Heerenveen,/sc-heerenveen/startseite/verein/306
Álex Blanco,Blanco,Deportivo Alaves,Top 100,La Liga (SPA),SPA,/alex-blanco/profil/spieler/328914,/Players/369560/Show/Álex-Blanco,/Teams/60/Show/Spain-Deportivo-Alaves,/deportivo-alaves/startseite/verein/1108
Mubarak Wakaso,Wakaso,Deportivo Alaves,Top 100,La Liga (SPA),SPA,/mubarak-wakaso/profil/spieler/45639,/Players/44425/Show/Mubarak-Wakaso,/Teams/60/Show/Spain-Deportivo-Alaves,/deportivo-alaves/startseite/verein/1108
Rubén Duarte,Duarte,Deportivo Alaves,Top 100,La Liga (SPA),SPA,/ruben-duarte/profil/spieler/177046,/Players/261286/Show/Rubén-Duarte,/Teams/60/Show/Spain-Deportivo-Alaves,/deportivo-alaves/startseite/verein/1108
John Guidetti,Guidetti,Deportivo Alaves,Top 100,La Liga (SPA),SPA,/john-guidetti/profil/spieler/98596,/Players/41420/Show/John-Guidetti,/Teams/60/Show/Spain-Deportivo-Alaves,/deportivo-alaves/startseite/verein/1108
Takashi Inui,Inui,Deportivo Alaves,Top 100,La Liga (SPA),SPA,/takashi-inui/profil/spieler/98249,/Players/38820/Show/Takashi-Inui,/Teams/60/Show/Spain-Deportivo-Alaves,/deportivo-alaves/startseite/verein/1108
Borja Bastón,Bastón,Deportivo Alaves,Top 100,La Liga (SPA),SPA,/borja-baston/profil/spieler/85324,/Players/106872/Show/Borja-Bastón,/Teams/60/Show/Spain-Deportivo-Alaves,/deportivo-alaves/startseite/verein/1108
Jony,Jony,Deportivo Alaves,Top 100,La Liga (SPA),SPA,/jony/profil/spieler/228761,/Players/294140/Show/Jony,/Teams/60/Show/Spain-Deportivo-Alaves,/deportivo-alaves/startseite/verein/1108
Patrick Twumasi,Twumasi,Deportivo Alaves,Top 100,La Liga (SPA),SPA,/patrick-twumasi/profil/spieler/188651,/Players/112717/Show/Patrick-Twumasi,/Teams/60/Show/Spain-Deportivo-Alaves,/deportivo-alaves/startseite/verein/1108
Manu García,García,Deportivo Alaves,Top 100,La Liga (SPA),SPA,/manu-garcia/profil/spieler/76273,/Players/67443/Show/Manu-García,/Teams/60/Show/Spain-Deportivo-Alaves,/deportivo-alaves/startseite/verein/1108
Víctor Laguardia,Laguardia,Deportivo Alaves,Top 100,La Liga (SPA),SPA,/victor-laguardia/profil/spieler/67080,/Players/79708/Show/Víctor-Laguardia,/Teams/60/Show/Spain-Deportivo-Alaves,/deportivo-alaves/startseite/verein/1108
Julian Gressel,Gressel,Atlanta United,Above 200,MLS (USA),USA,/julian-gressel/profil/spieler/229640,/Players/334566/Show/Julian-Gressel,/Teams/26666/Show/USA-Atlanta-United,/atlanta-united-fc/startseite/verein/51663
Miles Robinson,Robinson,Atlanta United,Above 200,MLS (USA),USA,/miles-robinson/profil/spieler/468022,/Players/333962/Show/Miles-Robinson,/Teams/26666/Show/USA-Atlanta-United,/atlanta-united-fc/startseite/verein/51663
Eric Remedi,Remedi,Atlanta United,Above 200,MLS (USA),USA,/eric-remedi/profil/spieler/362364,/Players/316168/Show/Eric-Remedi,/Teams/26666/Show/USA-Atlanta-United,/atlanta-united-fc/startseite/verein/51663
Domenico Criscito,Criscito,Genoa,Above 200,Serie A (ITA),ITA,/domenico-criscito/profil/spieler/44136,/Players/13895/Show/Domenico-Criscito,/Teams/278/Show/Italy-Genoa,/fc-genua-1893/startseite/verein/252
Miguel Veloso,Veloso,Genoa,Above 200,Serie A (ITA),ITA,/miguel-veloso/profil/spieler/43848,/Players/22182/Show/Miguel-Veloso,/Teams/278/Show/Italy-Genoa,/fc-genua-1893/startseite/verein/252
Nicola Dalmonte,Dalmonte,Genoa,Above 200,Serie A (ITA),ITA,/nicola-dalmonte/profil/spieler/301237,/Players/262516/Show/Nicola-Dalmonte,/Teams/278/Show/Italy-Genoa,/fc-genua-1893/startseite/verein/252
Ionut Radu,Radu,Genoa,Above 200,Serie A (ITA),ITA,/ionut-radu/profil/spieler/303657,/Players/296723/Show/Ionut-Radu,/Teams/278/Show/Italy-Genoa,/fc-genua-1893/startseite/verein/252
Christian Kouamé,Kouamé,Genoa,Above 200,Serie A (ITA),ITA,/christian-kouame/profil/spieler/337725,/Players/322217/Show/Christian-Kouamé,/Teams/278/Show/Italy-Genoa,/fc-genua-1893/startseite/verein/252
Darko Lazovic,Lazovic,Genoa,Above 200,Serie A (ITA),ITA,/darko-lazovic/profil/spieler/70411,/Players/38442/Show/Darko-Lazovic,/Teams/278/Show/Italy-Genoa,/fc-genua-1893/startseite/verein/252
Daniel Bessa,Bessa,Genoa,Above 200,Serie A (ITA),ITA,/daniel-bessa/profil/spieler/140757,/Players/122964/Show/Daniel-Bessa,/Teams/278/Show/Italy-Genoa,/fc-genua-1893/startseite/verein/252
Cristian Romero,Romero,Genoa,Above 200,Serie A (ITA),ITA,/cristian-romero/profil/spieler/355915,/Players/323663/Show/Cristian-Romero,/Teams/278/Show/Italy-Genoa,/fc-genua-1893/startseite/verein/252
Ivan Radovanovic,Radovanovic,Genoa,Above 200,Serie A (ITA),ITA,/ivan-radovanovic/profil/spieler/46105,/Players/35640/Show/Ivan-Radovanovic,/Teams/278/Show/Italy-Genoa,/fc-genua-1893/startseite/verein/252
Federico Marchetti,Marchetti,Genoa,Above 200,Serie A (ITA),ITA,/federico-marchetti/profil/spieler/22318,/Players/44089/Show/Federico-Marchetti,/Teams/278/Show/Italy-Genoa,/fc-genua-1893/startseite/verein/252
Alexander Milosevic,Milosevic,Nottingham Forest,Above 200,Championship (ENG),ENG,/alexander-milosevic/profil/spieler/171376,/Players/73258/Show/Alexander-Milosevic,/Teams/174/Show/England-Nottingham-Forest,/nottingham-forest/startseite/verein/703
Claudio Yacob,Yacob,Nottingham Forest,Above 200,Championship (ENG),ENG,/claudio-yacob/profil/spieler/45330,/Players/35691/Show/Claudio-Yacob,/Teams/174/Show/England-Nottingham-Forest,/nottingham-forest/startseite/verein/703
Pelé,Pelé,Nottingham Forest,Above 200,Championship (ENG),ENG,/pele/profil/spieler/99189,/Players/70484/Show/Pelé,/Teams/174/Show/England-Nottingham-Forest,/nottingham-forest/startseite/verein/703
Yohan Benalouane,Benalouane,Nottingham Forest,Above 200,Championship (ENG),ENG,/yohan-benalouane/profil/spieler/50477,/Players/29574/Show/Yohan-Benalouane,/Teams/174/Show/England-Nottingham-Forest,/nottingham-forest/startseite/verein/703
Diogo Gonçalves,Gonçalves,Nottingham Forest,Above 200,Championship (ENG),ENG,/diogo-goncalves/profil/spieler/258015,/Players/343029/Show/Diogo-Gonçalves,/Teams/174/Show/England-Nottingham-Forest,/nottingham-forest/startseite/verein/703
Molla Wagué,Wagué,Nottingham Forest,Above 200,Championship (ENG),ENG,/molla-wague/profil/spieler/129893,/Players/105339/Show/Molla-Wagué,/Teams/174/Show/England-Nottingham-Forest,/nottingham-forest/startseite/verein/703
Daryl Murphy,Murphy,Nottingham Forest,Above 200,Championship (ENG),ENG,/daryl-murphy/profil/spieler/31312,/Players/11207/Show/Daryl-Murphy,/Teams/174/Show/England-Nottingham-Forest,/nottingham-forest/startseite/verein/703
Michael Dawson,Dawson,Nottingham Forest,Above 200,Championship (ENG),ENG,/michael-dawson/profil/spieler/9988,/Players/4905/Show/Michael-Dawson,/Teams/174/Show/England-Nottingham-Forest,/nottingham-forest/startseite/verein/703
Michael Hefele,Hefele,Nottingham Forest,Above 200,Championship (ENG),ENG,/michael-hefele/profil/spieler/102382,/Players/104035/Show/Michael-Hefele,/Teams/174/Show/England-Nottingham-Forest,/nottingham-forest/startseite/verein/703
João Carvalho,Carvalho,Nottingham Forest,Above 200,Championship (ENG),ENG,/joao-carvalho/profil/spieler/258005,/Players/255151/Show/João-Carvalho,/Teams/174/Show/England-Nottingham-Forest,/nottingham-forest/startseite/verein/703
Jack Robinson,Robinson,Nottingham Forest,Above 200,Championship (ENG),ENG,/jack-robinson/profil/spieler/128909,/Players/86594/Show/Jack-Robinson,/Teams/174/Show/England-Nottingham-Forest,/nottingham-forest/startseite/verein/703
Luke Steele,Steele,Nottingham Forest,Above 200,Championship (ENG),ENG,/luke-steele/profil/spieler/3539,/Players/9748/Show/Luke-Steele,/Teams/174/Show/England-Nottingham-Forest,/nottingham-forest/startseite/verein/703
Jordan Lefort,Lefort,Amiens,Above 200,Ligue 1 (FRA),FRA,/jordan-lefort/profil/spieler/192492,/Players/361890/Show/Jordan-Lefort,/Teams/151/Show/France-Amiens,/sc-amiens/startseite/verein/1416
Serhou Guirassy,Guirassy,Amiens,Above 200,Ligue 1 (FRA),FRA,/serhou-guirassy/profil/spieler/270541,/Players/236506/Show/Serhou-Guirassy,/Teams/151/Show/France-Amiens,/sc-amiens/startseite/verein/1416
John Stiven Mendoza,Mendoza,Amiens,Above 200,Ligue 1 (FRA),FRA,/stiven-mendoza/profil/spieler/131101,/Players/279539/Show/John-Stiven-Mendoza,/Teams/151/Show/France-Amiens,/sc-amiens/startseite/verein/1416
Khaled Adénon,Adénon,Amiens,Above 200,Ligue 1 (FRA),FRA,/khaled-adenon/profil/spieler/39174,/Players/128251/Show/Khaled-Adénon,/Teams/151/Show/France-Amiens,/sc-amiens/startseite/verein/1416
Oualid El Hajjam,Hajjam,Amiens,Above 200,Ligue 1 (FRA),FRA,/oualid-el-hajjam/profil/spieler/283127,/Players/247801/Show/Oualid-El-Hajjam,/Teams/151/Show/France-Amiens,/sc-amiens/startseite/verein/1416
Emil Krafth,Krafth,Amiens,Above 200,Ligue 1 (FRA),FRA,/emil-krafth/profil/spieler/184528,/Players/100599/Show/Emil-Krafth,/Teams/151/Show/France-Amiens,/sc-amiens/startseite/verein/1416
Thomas Monconduit,Monconduit,Amiens,Above 200,Ligue 1 (FRA),FRA,/thomas-monconduit/profil/spieler/127182,/Players/100869/Show/Thomas-Monconduit,/Teams/151/Show/France-Amiens,/sc-amiens/startseite/verein/1416
Saman Ghoddos,Ghoddos,Amiens,Above 200,Ligue 1 (FRA),FRA,/saman-ghoddos/profil/spieler/204294,/Players/320575/Show/Saman-Ghoddos,/Teams/151/Show/France-Amiens,/sc-amiens/startseite/verein/1416
Fernando Zampedri,Zampedri,Rosario Central,Top 100,Primera División (ARG),ARG,/fernando-zampedri/profil/spieler/104006,/Players/303659/Show/Fernando-Zampedri,/Teams/903/Show/Argentina-Rosario-Central,/club-atletico-rosario-central/startseite/verein/1418
Nahuel Molina,Molina,Rosario Central,Top 100,Primera División (ARG),ARG,/nahuel-molina/profil/spieler/424042,/Players/303728/Show/Nahuel-Molina,/Teams/903/Show/Argentina-Rosario-Central,/club-atletico-rosario-central/startseite/verein/1418
Matías Caruzzo,Caruzzo,Rosario Central,Top 100,Primera División (ARG),ARG,/matias-caruzzo/profil/spieler/56573,/Players/20229/Show/Matías-Caruzzo,/Teams/903/Show/Argentina-Rosario-Central,/club-atletico-rosario-central/startseite/verein/1418
Germán Herrera,Herrera,Rosario Central,Top 100,Primera División (ARG),ARG,/german-herrera/profil/spieler/32710,/Players/15621/Show/Germán-Herrera,/Teams/903/Show/Argentina-Rosario-Central,/club-atletico-rosario-central/startseite/verein/1418
Oscar Cabezas,Cabezas,Rosario Central,Top 100,Primera División (ARG),ARG,/oscar-cabezas/profil/spieler/514299,/Players/351707/Show/Oscar-Cabezas,/Teams/903/Show/Argentina-Rosario-Central,/club-atletico-rosario-central/startseite/verein/1418
Facundo Almada,Almada,Rosario Central,Top 100,Primera División (ARG),ARG,/facundo-almada/profil/spieler/639390,/Players/367321/Show/Facundo-Almada,/Teams/903/Show/Argentina-Rosario-Central,/club-atletico-rosario-central/startseite/verein/1418
Andrés Lioi,Lioi,Rosario Central,Top 100,Primera División (ARG),ARG,/andres-lioi/profil/spieler/563336,/Players/351418/Show/Andrés-Lioi,/Teams/903/Show/Argentina-Rosario-Central,/club-atletico-rosario-central/startseite/verein/1418
Agustín Allione,Allione,Rosario Central,Top 100,Primera División (ARG),ARG,/agustin-allione/profil/spieler/189411,/Players/125298/Show/Agustín-Allione,/Teams/903/Show/Argentina-Rosario-Central,/club-atletico-rosario-central/startseite/verein/1418
Washington Camacho,Camacho,Rosario Central,Top 100,Primera División (ARG),ARG,/washington-camacho/profil/spieler/76490,/Players/126076/Show/Washington-Camacho,/Teams/903/Show/Argentina-Rosario-Central,/club-atletico-rosario-central/startseite/verein/1418
Duván Vergara,Vergara,Rosario Central,Top 100,Primera División (ARG),ARG,/duvan-vergara/profil/spieler/413658,/Players/370058/Show/Duván-Vergara,/Teams/903/Show/Argentina-Rosario-Central,/club-atletico-rosario-central/startseite/verein/1418
