player,lastname,team,team_clas,league,team_country,player_link_tm,player_link_ws,team_ws_link,team_tm_link
Erick Gutiérrez,Gutiérrez,PSV Eindhoven,Above 200,Eredivise (NET),NET,/erick-gutierrez/profil/spieler/298796,/Players/137460/Show/Erick-Gutiérrez,/Teams/129/Show/Netherlands-PSV-Eindhoven,/psv-eindhoven/startseite/verein/383
Mauro Júnior,Júnior,PSV Eindhoven,Above 200,Eredivise (NET),NET,/mauro-junior/profil/spieler/323910,/Players/346767/Show/Mauro-Júnior,/Teams/129/Show/Netherlands-PSV-Eindhoven,/psv-eindhoven/startseite/verein/383
Steven Bergwijn,Bergwijn,PSV Eindhoven,Above 200,Eredivise (NET),NET,/steven-bergwijn/profil/spieler/284165,/Players/279425/Show/Steven-Bergwijn,/Teams/129/Show/Netherlands-PSV-Eindhoven,/psv-eindhoven/startseite/verein/383
Matthias Verreth,Verreth,PSV Eindhoven,Above 200,Eredivise (NET),NET,/matthias-verreth/profil/spieler/292817,/Players/333526/Show/Matthias-Verreth,/Teams/129/Show/Netherlands-PSV-Eindhoven,/psv-eindhoven/startseite/verein/383
Gastón Pereiro,Pereiro,PSV Eindhoven,Above 200,Eredivise (NET),NET,/gaston-pereiro/profil/spieler/264116,/Players/289327/Show/Gastón-Pereiro,/Teams/129/Show/Netherlands-PSV-Eindhoven,/psv-eindhoven/startseite/verein/383
Asier Illarramendi,Illarramendi,Real Sociedad,Top 100,La Liga (SPA),SPA,/asier-illarramendi/profil/spieler/59344,/Players/87094/Show/Asier-Illarramendi,/Teams/68/Show/Spain-Real-Sociedad,/real-sociedad-san-sebastian/startseite/verein/681
Luca Sangalli,Sangalli,Real Sociedad,Top 100,La Liga (SPA),SPA,/luca-sangalli/profil/spieler/289286,/Players/362432/Show/Luca-Sangalli,/Teams/68/Show/Spain-Real-Sociedad,/real-sociedad-san-sebastian/startseite/verein/681
Gerónimo Rulli,Rulli,Real Sociedad,Top 100,La Liga (SPA),SPA,/geronimo-rulli/profil/spieler/229604,/Players/125375/Show/Gerónimo-Rulli,/Teams/68/Show/Spain-Real-Sociedad,/real-sociedad-san-sebastian/startseite/verein/681
Raúl Navas,Navas,Real Sociedad,Top 100,La Liga (SPA),SPA,/raul-navas/profil/spieler/142419,/Players/75499/Show/Raúl-Navas,/Teams/68/Show/Spain-Real-Sociedad,/real-sociedad-san-sebastian/startseite/verein/681
Andoni Gorosabel,Gorosabel,Real Sociedad,Top 100,La Liga (SPA),SPA,/andoni-gorosabel/profil/spieler/289255,/Players/345908/Show/Andoni-Gorosabel,/Teams/68/Show/Spain-Real-Sociedad,/real-sociedad-san-sebastian/startseite/verein/681
Willian José,José,Real Sociedad,Top 100,La Liga (SPA),SPA,/willian-jose/profil/spieler/122155,/Players/77636/Show/Willian-José,/Teams/68/Show/Spain-Real-Sociedad,/real-sociedad-san-sebastian/startseite/verein/681
Mikel Merino,Merino,Real Sociedad,Top 100,La Liga (SPA),SPA,/mikel-merino/profil/spieler/338424,/Players/238916/Show/Mikel-Merino,/Teams/68/Show/Spain-Real-Sociedad,/real-sociedad-san-sebastian/startseite/verein/681
Claudio Marchisio,Marchisio,Zenit St. Petersburg,Top 100,Premier Liga (RUS),RUS,/claudio-marchisio/profil/spieler/44716,/Players/20211/Show/Claudio-Marchisio,/Teams/560/Show/Russia-Zenit-St-Petersburg,/zenit-st-petersburg/startseite/verein/964
Branislav Ivanovic,Ivanovic,Zenit St. Petersburg,Top 100,Premier Liga (RUS),RUS,/branislav-ivanovic/profil/spieler/36827,/Players/15338/Show/Branislav-Ivanovic,/Teams/560/Show/Russia-Zenit-St-Petersburg,/zenit-st-petersburg/startseite/verein/964
Andrey Lunev,Lunev,Zenit St. Petersburg,Top 100,Premier Liga (RUS),RUS,/andrey-lunev/profil/spieler/112541,/Players/286602/Show/Andrey-Lunev,/Teams/560/Show/Russia-Zenit-St-Petersburg,/zenit-st-petersburg/startseite/verein/964
Alexander Anyukov,Anyukov,Zenit St. Petersburg,Top 100,Premier Liga (RUS),RUS,/aleksandr-anyukov/profil/spieler/17749,/Players/7116/Show/Alexander-Anyukov,/Teams/560/Show/Russia-Zenit-St-Petersburg,/zenit-st-petersburg/startseite/verein/964
Aleksandr Kokorin,Kokorin,Zenit St. Petersburg,Top 100,Premier Liga (RUS),RUS,/aleksandr-kokorin/profil/spieler/89086,/Players/68671/Show/Aleksandr-Kokorin,/Teams/560/Show/Russia-Zenit-St-Petersburg,/zenit-st-petersburg/startseite/verein/964
Yuri Zhirkov,Zhirkov,Zenit St. Petersburg,Top 100,Premier Liga (RUS),RUS,/yuri-zhirkov/profil/spieler/16760,/Players/7252/Show/Yuri-Zhirkov,/Teams/560/Show/Russia-Zenit-St-Petersburg,/zenit-st-petersburg/startseite/verein/964
Artem Dzyuba,Dzyuba,Zenit St. Petersburg,Top 100,Premier Liga (RUS),RUS,/artem-dzyuba/profil/spieler/48067,/Players/23246/Show/Artem-Dzyuba,/Teams/560/Show/Russia-Zenit-St-Petersburg,/zenit-st-petersburg/startseite/verein/964
Denis Terentjev,Terentjev,Zenit St. Petersburg,Top 100,Premier Liga (RUS),RUS,/denis-terentjev/profil/spieler/144583,/Players/107643/Show/Denis-Terentjev,/Teams/560/Show/Russia-Zenit-St-Petersburg,/zenit-st-petersburg/startseite/verein/964
Leon Musaev,Musaev,Zenit St. Petersburg,Top 100,Premier Liga (RUS),RUS,/leon-musaev/profil/spieler/375668,/Players/367815/Show/Leon-Musaev,/Teams/560/Show/Russia-Zenit-St-Petersburg,/zenit-st-petersburg/startseite/verein/964
Leandro Paredes,Paredes,Zenit St. Petersburg,Top 100,Premier Liga (RUS),RUS,/leandro-paredes/profil/spieler/166237,/Players/93700/Show/Leandro-Paredes,/Teams/560/Show/Russia-Zenit-St-Petersburg,/zenit-st-petersburg/startseite/verein/964
Matías Kranevitter,Kranevitter,Zenit St. Petersburg,Top 100,Premier Liga (RUS),RUS,/matias-kranevitter/profil/spieler/240900,/Players/130446/Show/Matías-Kranevitter,/Teams/560/Show/Russia-Zenit-St-Petersburg,/zenit-st-petersburg/startseite/verein/964
Lucas Digne,Digne,Everton,Above 200,Premier League (ENG),ENG,/lucas-digne/profil/spieler/126664,/Players/89925/Show/Lucas-Digne,/Teams/31/Show/England-Everton,/fc-everton/startseite/verein/29
Ademola Lookman,Lookman,Everton,Above 200,Premier League (ENG),ENG,/ademola-lookman/profil/spieler/406040,/Players/299451/Show/Ademola-Lookman,/Teams/31/Show/England-Everton,/fc-everton/startseite/verein/29
Tom Davies,Davies,Everton,Above 200,Premier League (ENG),ENG,/tom-davies/profil/spieler/314210,/Players/316077/Show/Tom-Davies,/Teams/31/Show/England-Everton,/fc-everton/startseite/verein/29
Kurt Zouma,Zouma,Everton,Above 200,Premier League (ENG),ENG,/kurt-zouma/profil/spieler/157509,/Players/106086/Show/Kurt-Zouma,/Teams/31/Show/England-Everton,/fc-everton/startseite/verein/29
Dominic Calvert-Lewin,Calvert-Lewin,Everton,Above 200,Premier League (ENG),ENG,/dominic-calvert-lewin/profil/spieler/306024,/Players/141469/Show/Dominic-Calvert-Lewin,/Teams/31/Show/England-Everton,/fc-everton/startseite/verein/29
Ravanelli,Ravanelli,FK Akhmat,Above 200,Premier Liga (RUS),RUS,/ravanelli/profil/spieler/390370,/Players/295763/Show/Ravanelli,/Teams/2407/Show/Russia-FK-Akhmat,/terek-grozny/startseite/verein/3725
Evgeny Kharin,Kharin,FK Akhmat,Above 200,Premier Liga (RUS),RUS,/evgeni-kharin/profil/spieler/193464,/Players/363100/Show/Evgeny-Kharin,/Teams/2407/Show/Russia-FK-Akhmat,/terek-grozny/startseite/verein/3725
Lechii Sadulaev,Sadulaev,FK Akhmat,Above 200,Premier Liga (RUS),RUS,/lechii-sadulaev/profil/spieler/623553,/Players/367688/Show/Lechii-Sadulaev,/Teams/2407/Show/Russia-FK-Akhmat,/terek-grozny/startseite/verein/3725
Damian Szymanski,Szymanski,FK Akhmat,Above 200,Premier Liga (RUS),RUS,/damian-szymanski/profil/spieler/259881,/Players/363187/Show/Damian-Szymanski,/Teams/2407/Show/Russia-FK-Akhmat,/terek-grozny/startseite/verein/3725
Bekim Balaj,Balaj,FK Akhmat,Above 200,Premier Liga (RUS),RUS,/bekim-balaj/profil/spieler/99137,/Players/89864/Show/Bekim-Balaj,/Teams/2407/Show/Russia-FK-Akhmat,/terek-grozny/startseite/verein/3725
Joshua Sargent,Sargent,Werder Bremen,Top 150,Bundesliga (GER),GER,/josh-sargent/profil/spieler/393325,/Players/367480/Show/Joshua-Sargent,/Teams/42/Show/Germany-Werder-Bremen,/sv-werder-bremen/startseite/verein/86
Luca Plogmann,Plogmann,Werder Bremen,Top 150,Bundesliga (GER),GER,/luca-plogmann/profil/spieler/335997,/Players/362691/Show/Luca-Plogmann,/Teams/42/Show/Germany-Werder-Bremen,/sv-werder-bremen/startseite/verein/86
Kevin Möhwald,Möhwald,Werder Bremen,Top 150,Bundesliga (GER),GER,/kevin-mohwald/profil/spieler/94137,/Players/317911/Show/Kevin-Möhwald,/Teams/42/Show/Germany-Werder-Bremen,/sv-werder-bremen/startseite/verein/86
Theodor Gebre Selassie,Selassie,Werder Bremen,Top 150,Bundesliga (GER),GER,/theodor-gebre-selassie/profil/spieler/60632,/Players/36663/Show/Theodor-Gebre-Selassie,/Teams/42/Show/Germany-Werder-Bremen,/sv-werder-bremen/startseite/verein/86
Niklas Moisander,Moisander,Werder Bremen,Top 150,Bundesliga (GER),GER,/niklas-moisander/profil/spieler/5017,/Players/25041/Show/Niklas-Moisander,/Teams/42/Show/Germany-Werder-Bremen,/sv-werder-bremen/startseite/verein/86
Dominik Kohr,Kohr,Bayer Leverkusen,Top 100,Bundesliga (GER),GER,/dominik-kohr/profil/spieler/118847,/Players/110165/Show/Dominik-Kohr,/Teams/36/Show/Germany-Bayer-Leverkusen,/bayer-04-leverkusen/startseite/verein/15
Julian Brandt,Brandt,Bayer Leverkusen,Top 100,Bundesliga (GER),GER,/julian-brandt/profil/spieler/187492,/Players/141556/Show/Julian-Brandt,/Teams/36/Show/Germany-Bayer-Leverkusen,/bayer-04-leverkusen/startseite/verein/15
Leon Bailey,Bailey,Bayer Leverkusen,Top 100,Bundesliga (GER),GER,/leon-bailey/profil/spieler/387626,/Players/327682/Show/Leon-Bailey,/Teams/36/Show/Germany-Bayer-Leverkusen,/bayer-04-leverkusen/startseite/verein/15
Tin Jedvaj,Jedvaj,Bayer Leverkusen,Top 100,Bundesliga (GER),GER,/tin-jedvaj/profil/spieler/206386,/Players/125095/Show/Tin-Jedvaj,/Teams/36/Show/Germany-Bayer-Leverkusen,/bayer-04-leverkusen/startseite/verein/15
Pawel Jaroszynski,Jaroszynski,Chievo,Above 200,Serie A (ITA),ITA,/pawel-jaroszynski/profil/spieler/287600,/Players/339498/Show/Pawel-Jaroszynski,/Teams/267/Show/Italy-Chievo,/chievo-verona/startseite/verein/862
Valter Birsa,Birsa,Chievo,Above 200,Serie A (ITA),ITA,/valter-birsa/profil/spieler/26105,/Players/12032/Show/Valter-Birsa,/Teams/267/Show/Italy-Chievo,/chievo-verona/startseite/verein/862
Sergio Pellissier,Pellissier,Chievo,Above 200,Serie A (ITA),ITA,/sergio-pellissier/profil/spieler/5928,/Players/4368/Show/Sergio-Pellissier,/Teams/267/Show/Italy-Chievo,/chievo-verona/startseite/verein/862
Andrea Seculin,Seculin,Chievo,Above 200,Serie A (ITA),ITA,/andrea-seculin/profil/spieler/85380,/Players/67281/Show/Andrea-Seculin,/Teams/267/Show/Italy-Chievo,/chievo-verona/startseite/verein/862
Adrian Semper,Semper,Chievo,Above 200,Serie A (ITA),ITA,/adrian-semper/profil/spieler/317057,/Players/326640/Show/Adrian-Semper,/Teams/267/Show/Italy-Chievo,/chievo-verona/startseite/verein/862
Riccardo Meggiorini,Meggiorini,Chievo,Above 200,Serie A (ITA),ITA,/riccardo-meggiorini/profil/spieler/28936,/Players/25820/Show/Riccardo-Meggiorini,/Teams/267/Show/Italy-Chievo,/chievo-verona/startseite/verein/862
Lisandro Martínez,Martínez,Defensa y Justicia,Top 50,Primera División (ARG),ARG,/lisandro-martinez/profil/spieler/480762,/Players/340105/Show/Lisandro-Martínez,/Teams/6147/Show/Argentina-Defensa-y-Justicia,/defensa-y-justicia/startseite/verein/2402
Luis Unsain,Unsain,Defensa y Justicia,Top 50,Primera División (ARG),ARG,/ezequiel-unsain/profil/spieler/337600,/Players/303797/Show/Luis-Unsain,/Teams/6147/Show/Argentina-Defensa-y-Justicia,/defensa-y-justicia/startseite/verein/2402
Ciro Rius,Rius,Defensa y Justicia,Top 50,Primera División (ARG),ARG,/ciro-rius/profil/spieler/101875,/Players/126079/Show/Ciro-Rius,/Teams/6147/Show/Argentina-Defensa-y-Justicia,/defensa-y-justicia/startseite/verein/2402
Fernando Barrientos,Barrientos,Defensa y Justicia,Top 50,Primera División (ARG),ARG,/fernando-barrientos/profil/spieler/154292,/Players/126252/Show/Fernando-Barrientos,/Teams/6147/Show/Argentina-Defensa-y-Justicia,/defensa-y-justicia/startseite/verein/2402
Javier Manquillo,Manquillo,Newcastle United,Above 200,Premier League (ENG),ENG,/javier-manquillo/profil/spieler/162029,/Players/109227/Show/Javier-Manquillo,/Teams/23/Show/England-Newcastle-United,/newcastle-united/startseite/verein/762
Isaac Hayden,Hayden,Newcastle United,Above 200,Premier League (ENG),ENG,/isaac-hayden/profil/spieler/206225,/Players/136356/Show/Isaac-Hayden,/Teams/23/Show/England-Newcastle-United,/newcastle-united/startseite/verein/762
Ayoze Pérez,Pérez,Newcastle United,Above 200,Premier League (ENG),ENG,/ayoze-perez/profil/spieler/246968,/Players/135366/Show/Ayoze-Pérez,/Teams/23/Show/England-Newcastle-United,/newcastle-united/startseite/verein/762
Antonio Barreca,Barreca,Newcastle United,Above 200,Premier League (ENG),ENG,/antonio-barreca/profil/spieler/241889,/Players/143524/Show/Antonio-Barreca,/Teams/23/Show/England-Newcastle-United,/newcastle-united/startseite/verein/762
Martin Dubravka,Dubravka,Newcastle United,Above 200,Premier League (ENG),ENG,/martin-dubravka/profil/spieler/74960,/Players/46092/Show/Martin-Dubravka,/Teams/23/Show/England-Newcastle-United,/newcastle-united/startseite/verein/762
Christian Atsu,Atsu,Newcastle United,Above 200,Premier League (ENG),ENG,/christian-atsu/profil/spieler/186997,/Players/96257/Show/Christian-Atsu,/Teams/23/Show/England-Newcastle-United,/newcastle-united/startseite/verein/762
Kenedy,Kenedy,Newcastle United,Above 200,Premier League (ENG),ENG,/kenedy/profil/spieler/281404,/Players/132838/Show/Kenedy,/Teams/23/Show/England-Newcastle-United,/newcastle-united/startseite/verein/762
Vincent Manceau,Manceau,Angers,Above 200,Ligue 1 (FRA),FRA,/vincent-manceau/profil/spieler/83132,/Players/234365/Show/Vincent-Manceau,/Teams/614/Show/France-Angers,/sco-angers/startseite/verein/1420
Pierrick Capelle,Capelle,Angers,Above 200,Ligue 1 (FRA),FRA,/pierrick-capelle/profil/spieler/214532,/Players/128361/Show/Pierrick-Capelle,/Teams/614/Show/France-Angers,/sco-angers/startseite/verein/1420
Romain Thomas,Thomas,Angers,Above 200,Ligue 1 (FRA),FRA,/romain-thomas/profil/spieler/57467,/Players/232577/Show/Romain-Thomas,/Teams/614/Show/France-Angers,/sco-angers/startseite/verein/1420
Elhadji Djibril Diaw,Diaw,Angers,Above 200,Ligue 1 (FRA),FRA,/elhadji-pape-diaw/profil/spieler/410238,/Players/371015/Show/Elhadji-Djibril-Diaw,/Teams/614/Show/France-Angers,/sco-angers/startseite/verein/1420
Angelo Fulgini,Fulgini,Angers,Above 200,Ligue 1 (FRA),FRA,/angelo-fulgini/profil/spieler/250013,/Players/296316/Show/Angelo-Fulgini,/Teams/614/Show/France-Angers,/sco-angers/startseite/verein/1420
Baptiste Santamaría,Santamaría,Angers,Above 200,Ligue 1 (FRA),FRA,/baptiste-santamaria/profil/spieler/285323,/Players/236558/Show/Baptiste-Santamaría,/Teams/614/Show/France-Angers,/sco-angers/startseite/verein/1420
Wilfried Kanga,Kanga,Angers,Above 200,Ligue 1 (FRA),FRA,/wilfried-kanga/profil/spieler/395523,/Players/344697/Show/Wilfried-Kanga,/Teams/614/Show/France-Angers,/sco-angers/startseite/verein/1420
Jonathan Biabiany,Biabiany,Parma Calcio 1913,Above 200,Serie A (ITA),ITA,/jonathan-biabiany/profil/spieler/45567,/Players/41237/Show/Jonathan-Biabiany,/Teams/24341/Show/Italy-Parma-Calcio-1913,/fc-parma/startseite/verein/130
Simone Iacoponi,Iacoponi,Parma Calcio 1913,Above 200,Serie A (ITA),ITA,/simone-iacoponi/profil/spieler/59699,/Players/129551/Show/Simone-Iacoponi,/Teams/24341/Show/Italy-Parma-Calcio-1913,/fc-parma/startseite/verein/130
Leo Stulac,Stulac,Parma Calcio 1913,Above 200,Serie A (ITA),ITA,/leo-stulac/profil/spieler/171159,/Players/362544/Show/Leo-Stulac,/Teams/24341/Show/Italy-Parma-Calcio-1913,/fc-parma/startseite/verein/130
Massimo Gobbi,Gobbi,Parma Calcio 1913,Above 200,Serie A (ITA),ITA,/massimo-gobbi/profil/spieler/28020,/Players/9926/Show/Massimo-Gobbi,/Teams/24341/Show/Italy-Parma-Calcio-1913,/fc-parma/startseite/verein/130
Antonino Barillà,Barillà,Parma Calcio 1913,Above 200,Serie A (ITA),ITA,/antonino-barilla/profil/spieler/39828,/Players/14143/Show/Antonino-Barillà,/Teams/24341/Show/Italy-Parma-Calcio-1913,/fc-parma/startseite/verein/130
Alessandro Bastoni,Bastoni,Parma Calcio 1913,Above 200,Serie A (ITA),ITA,/alessandro-bastoni/profil/spieler/315853,/Players/329665/Show/Alessandro-Bastoni,/Teams/24341/Show/Italy-Parma-Calcio-1913,/fc-parma/startseite/verein/130
Luca Siligardi,Siligardi,Parma Calcio 1913,Above 200,Serie A (ITA),ITA,/luca-siligardi/profil/spieler/86079,/Players/34145/Show/Luca-Siligardi,/Teams/24341/Show/Italy-Parma-Calcio-1913,/fc-parma/startseite/verein/130
Nicolás Schiappacasse,Schiappacasse,Parma Calcio 1913,Above 200,Serie A (ITA),ITA,/nicolas-schiappacasse/profil/spieler/345473,/Players/280819/Show/Nicolás-Schiappacasse,/Teams/24341/Show/Italy-Parma-Calcio-1913,/fc-parma/startseite/verein/130
Matteo Scozzarella,Scozzarella,Parma Calcio 1913,Above 200,Serie A (ITA),ITA,/matteo-scozzarella/profil/spieler/85208,/Players/70561/Show/Matteo-Scozzarella,/Teams/24341/Show/Italy-Parma-Calcio-1913,/fc-parma/startseite/verein/130
Jonas Martin,Martin,Strasbourg,Above 200,Ligue 1 (FRA),FRA,/jonas-martin/profil/spieler/127142,/Players/92792/Show/Jonas-Martin,/Teams/148/Show/France-Strasbourg,/racing-strassburg/startseite/verein/667
Moataz Zemzemi,Zemzemi,Strasbourg,Above 200,Ligue 1 (FRA),FRA,/moataz-zemzemi/profil/spieler/422893,/Players/361902/Show/Moataz-Zemzemi,/Teams/148/Show/France-Strasbourg,/racing-strassburg/startseite/verein/667
Adrien Thomasson,Thomasson,Strasbourg,Above 200,Ligue 1 (FRA),FRA,/adrien-thomasson/profil/spieler/215977,/Players/113747/Show/Adrien-Thomasson,/Teams/148/Show/France-Strasbourg,/racing-strassburg/startseite/verein/667
Jeremy Grimm,Grimm,Strasbourg,Above 200,Ligue 1 (FRA),FRA,/jeremy-grimm/profil/spieler/56294,/Players/34116/Show/Jeremy-Grimm,/Teams/148/Show/France-Strasbourg,/racing-strassburg/startseite/verein/667
Stefan Mitrovic,Mitrovic,Strasbourg,Above 200,Ligue 1 (FRA),FRA,/stefan-mitrovic/profil/spieler/143029,/Players/84041/Show/Stefan-Mitrovic,/Teams/148/Show/France-Strasbourg,/racing-strassburg/startseite/verein/667
Lionel Carole,Carole,Strasbourg,Above 200,Ligue 1 (FRA),FRA,/lionel-carole/profil/spieler/11530,/Players/90446/Show/Lionel-Carole,/Teams/148/Show/France-Strasbourg,/racing-strassburg/startseite/verein/667
Marlon Ritter,Ritter,Paderborn,Above 200,Bundesliga 2 (GER),GER,/marlon-ritter/profil/spieler/151636,/Players/301486/Show/Marlon-Ritter,/Teams/810/Show/Germany-Paderborn,/sc-paderborn-07/startseite/verein/127
Sven Michel,Michel,Paderborn,Above 200,Bundesliga 2 (GER),GER,/sven-michel/profil/spieler/186988,/Players/123178/Show/Sven-Michel,/Teams/810/Show/Germany-Paderborn,/sc-paderborn-07/startseite/verein/127
Mohamed Dräger,Dräger,Paderborn,Above 200,Bundesliga 2 (GER),GER,/mohamed-drager/profil/spieler/192167,/Players/351187/Show/Mohamed-Dräger,/Teams/810/Show/Germany-Paderborn,/sc-paderborn-07/startseite/verein/127
Bernard Tekpetey,Tekpetey,Paderborn,Above 200,Bundesliga 2 (GER),GER,/bernard-tekpetey/profil/spieler/422380,/Players/303811/Show/Bernard-Tekpetey,/Teams/810/Show/Germany-Paderborn,/sc-paderborn-07/startseite/verein/127
Klaus Gjasula,Gjasula,Paderborn,Above 200,Bundesliga 2 (GER),GER,/klaus-gjasula/profil/spieler/57598,/Players/236333/Show/Klaus-Gjasula,/Teams/810/Show/Germany-Paderborn,/sc-paderborn-07/startseite/verein/127
Jamilu Collins,Collins,Paderborn,Above 200,Bundesliga 2 (GER),GER,/jamilu-collins/profil/spieler/254934,/Players/361430/Show/Jamilu-Collins,/Teams/810/Show/Germany-Paderborn,/sc-paderborn-07/startseite/verein/127
Michael Ratajczak,Ratajczak,Paderborn,Above 200,Bundesliga 2 (GER),GER,/michael-ratajczak/profil/spieler/1257,/Players/56883/Show/Michael-Ratajczak,/Teams/810/Show/Germany-Paderborn,/sc-paderborn-07/startseite/verein/127
Ayoub El Kaabi,Kaabi,Hebei CFFC,Above 200,Super League (CHI),CHI,/ayoub-el-kaabi/profil/spieler/521127,/Players/346110/Show/Ayoub-El-Kaabi,/Teams/15181/Show/China-Hebei-CFFC,/hebei-zhongji/startseite/verein/36630
Javier Mascherano,Mascherano,Hebei CFFC,Above 200,Super League (CHI),CHI,/javier-mascherano/profil/spieler/19981,/Players/7415/Show/Javier-Mascherano,/Teams/15181/Show/China-Hebei-CFFC,/hebei-zhongji/startseite/verein/36630
Adam Smith,Smith,Bournemouth,Above 200,Premier League (ENG),ENG,/adam-smith/profil/spieler/61841,/Players/69877/Show/Adam-Smith,/Teams/183/Show/England-Bournemouth,/afc-bournemouth/startseite/verein/989
Emerson Hyndman,Hyndman,Bournemouth,Above 200,Premier League (ENG),ENG,/emerson-hyndman/profil/spieler/223047,/Players/231119/Show/Emerson-Hyndman,/Teams/183/Show/England-Bournemouth,/afc-bournemouth/startseite/verein/989
Joshua King,King,Bournemouth,Above 200,Premier League (ENG),ENG,/joshua-king/profil/spieler/91059,/Players/81026/Show/Joshua-King,/Teams/183/Show/England-Bournemouth,/afc-bournemouth/startseite/verein/989
Chris Mepham,Mepham,Bournemouth,Above 200,Premier League (ENG),ENG,/chris-mepham/profil/spieler/480987,/Players/342842/Show/Chris-Mepham,/Teams/183/Show/England-Bournemouth,/afc-bournemouth/startseite/verein/989
Nathaniel Clyne,Clyne,Bournemouth,Above 200,Premier League (ENG),ENG,/nathaniel-clyne/profil/spieler/85177,/Players/69375/Show/Nathaniel-Clyne,/Teams/183/Show/England-Bournemouth,/afc-bournemouth/startseite/verein/989
Andrew Surman,Surman,Bournemouth,Above 200,Premier League (ENG),ENG,/andrew-surman/profil/spieler/29975,/Players/13447/Show/Andrew-Surman,/Teams/183/Show/England-Bournemouth,/afc-bournemouth/startseite/verein/989
Marco Asensio,Asensio,Real Madrid,Top 10,La Liga (SPA),SPA,/marco-asensio/profil/spieler/296622,/Players/137467/Show/Marco-Asensio,/Teams/52/Show/Spain-Real-Madrid,/real-madrid/startseite/verein/418
Sergio Ramos,Ramos,Real Madrid,Top 10,La Liga (SPA),SPA,/sergio-ramos/profil/spieler/25557,/Players/9909/Show/Sergio-Ramos,/Teams/52/Show/Spain-Real-Madrid,/real-madrid/startseite/verein/418
Lucas Vázquez,Vázquez,Real Madrid,Top 10,La Liga (SPA),SPA,/lucas-vazquez/profil/spieler/221316,/Players/144511/Show/Lucas-Vázquez,/Teams/52/Show/Spain-Real-Madrid,/real-madrid/startseite/verein/418
Dani Ceballos,Ceballos,Real Madrid,Top 10,La Liga (SPA),SPA,/dani-ceballos/profil/spieler/319745,/Players/144890/Show/Dani-Ceballos,/Teams/52/Show/Spain-Real-Madrid,/real-madrid/startseite/verein/418
Federico Valverde,Valverde,Real Madrid,Top 10,La Liga (SPA),SPA,/federico-valverde/profil/spieler/369081,/Players/344644/Show/Federico-Valverde,/Teams/52/Show/Spain-Real-Madrid,/real-madrid/startseite/verein/418
Luca Zidane,Zidane,Real Madrid,Top 10,La Liga (SPA),SPA,/luca-zidane/profil/spieler/283489,/Players/320833/Show/Luca-Zidane,/Teams/52/Show/Spain-Real-Madrid,/real-madrid/startseite/verein/418
Daniel Carvajal,Carvajal,Real Madrid,Top 10,La Liga (SPA),SPA,/daniel-carvajal/profil/spieler/138927,/Players/106883/Show/Daniel-Carvajal,/Teams/52/Show/Spain-Real-Madrid,/real-madrid/startseite/verein/418
Karim Benzema,Benzema,Real Madrid,Top 10,La Liga (SPA),SPA,/karim-benzema/profil/spieler/18922,/Players/14296/Show/Karim-Benzema,/Teams/52/Show/Spain-Real-Madrid,/real-madrid/startseite/verein/418
Toni Kroos,Kroos,Real Madrid,Top 10,La Liga (SPA),SPA,/toni-kroos/profil/spieler/31909,/Players/31772/Show/Toni-Kroos,/Teams/52/Show/Spain-Real-Madrid,/real-madrid/startseite/verein/418
Javi Fuego,Fuego,Villarreal,Top 50,La Liga (SPA),SPA,/javi-fuego/profil/spieler/56134,/Players/27745/Show/Javi-Fuego,/Teams/839/Show/Spain-Villarreal,/fc-villarreal/startseite/verein/1050
Gerard Moreno,Moreno,Villarreal,Top 50,La Liga (SPA),SPA,/gerard-moreno/profil/spieler/177467,/Players/97659/Show/Gerard-Moreno,/Teams/839/Show/Spain-Villarreal,/fc-villarreal/startseite/verein/1050
Samuel Chukwueze,Chukwueze,Villarreal,Top 50,La Liga (SPA),SPA,/samuel-chukwueze/profil/spieler/401922,/Players/363665/Show/Samuel-Chukwueze,/Teams/839/Show/Spain-Villarreal,/fc-villarreal/startseite/verein/1050
Pablo Fornals,Fornals,Villarreal,Top 50,La Liga (SPA),SPA,/pablo-fornals/profil/spieler/357885,/Players/297203/Show/Pablo-Fornals,/Teams/839/Show/Spain-Villarreal,/fc-villarreal/startseite/verein/1050
Karl Toko Ekambi,Ekambi,Villarreal,Top 50,La Liga (SPA),SPA,/karl-toko-ekambi/profil/spieler/315110,/Players/236504/Show/Karl-Toko-Ekambi,/Teams/839/Show/Spain-Villarreal,/fc-villarreal/startseite/verein/1050
Younes Namli,Namli,PEC Zwolle,Above 200,Eredivise (NET),NET,/younes-namli/profil/spieler/227039,/Players/259930/Show/Younes-Namli,/Teams/868/Show/Netherlands-PEC-Zwolle,/pec-zwolle/startseite/verein/1269
Lennart Thy,Thy,PEC Zwolle,Above 200,Eredivise (NET),NET,/lennart-thy/profil/spieler/23553,/Players/84195/Show/Lennart-Thy,/Teams/868/Show/Netherlands-PEC-Zwolle,/pec-zwolle/startseite/verein/1269
Mickey van der Hart,Hart,PEC Zwolle,Above 200,Eredivise (NET),NET,/mickey-van-der-hart/profil/spieler/207048,/Players/121834/Show/Mickey-van-der-Hart,/Teams/868/Show/Netherlands-PEC-Zwolle,/pec-zwolle/startseite/verein/1269
