player,lastname,team,team_clas,league,team_country,player_link_tm,player_link_ws,team_ws_link,team_tm_link,position,height,weight,pos_def,pref_side,sides,highest_value,current_log,double_trans,nationality,nat_team_min,type_agent,nat_team_min_pond,age_group,days_miss,games_miss,miss_days_per_y,search,google_res,stand_goog_res,tw_index,last_interception,last_tackles,last_fouls,last_offsideswon,last_clearence,last_wasdribbled,last_blocks,last_owngoals,last_team_x,last_keypasses,last_dribbles,last_fouled,last_offsidesdone,last_disposeseed,last_badcontrol,last_team_y,last_team,last_mins,last_goals,last_assist,last_yellow,last_red,last_shots,last_passes,last_aerial,last_mom,last_rating,last_season,last_goals_permin,last_assist_permin,last_yellow_permin,last_red_permin,last_mom_permin,previous_interception,previous_tackles,previous_fouls,previous_offsideswon,previous_clearence,previous_wasdribbled,previous_blocks,previous_owngoals,previous_keypasses,previous_dribbles,previous_fouled,previous_offsidesdone,previous_disposeseed,previous_badcontrol,previous_shots,previous_passes,previous_aerial,previous_rating,previous_mins,previous_goals,previous_assist,previous_yellow,previous_red,previous_mom,previous_goals_permin,previous_assist_permin,previous_yellow_permin,previous_red_permin,previous_mom_permin,Continental Club Winner,Continental Nat Winner,Minor individuals ,League T2 Club Winner,Top individuals ,League T1 Club Winner,Continental Club Runner-up,Continental Nat Runner-up,Major individuals ,League T1 Runner-up,Under Continental Runner-up,Under Continental Winner,FIFA Club World Cup participant ,FIFA Club World Cup winner ,Olympic medalist ,League T2 Runner-up,Second place at the Olympic Games ,Third place at the Olympic Games ,World Cup participant ,World Cup runner-up ,World Cup third place ,World Cup winner ,total_awards
Brent Kallman,Kallman,Minnesota United,Above 200,MLS (USA),USA,/brent-kallman/profil/spieler/226643,/Players/298520/Show/Brent-Kallman,/Teams/9293/Show/USA-Minnesota-United,/minnesota-united-fc/startseite/verein/56089,Defender (Centre),188.0,86.0,Defender,Centre,1,540000,13.199324418540455,2.5801656478689607,United States,0,Small,0.0,27-30,183.0,26.0,15.25,Brent+Kallman+Minnesota+United,113000.0,-0.21009502658271764,0.0,1.3,0.9,0.4,0.0,3.5,0.4,0.1,0.0,Minnesota United,0.0,0.0,0.3,0.1,0.1,0.3,Minnesota United,Minnesota United,562.0,0.0,0.0,0.0,0.0,0.0,88.0,1.6,0.0,6.49,2019,0.0,0.0,0.0,0.0,0.0,1.5499999999999998,1.25,0.8,0.35,4.35,0.25,0.6000000000000001,0.0,0.1,0.05,0.85,0.05,0.05,0.35,0.30000000000000004,82.6,1.95,6.55,3895.0,2.0,0.0,7.0,0.0,1.0,0.0005134788189987163,0.0,0.001797175866495507,0.0,0.00025673940949935817,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Romain Métanire,Métanire,Minnesota United,Above 200,MLS (USA),USA,/romain-metanire/profil/spieler/154209,/Players/93546/Show/Romain-Métanire,/Teams/9293/Show/USA-Minnesota-United,/minnesota-united-fc/startseite/verein/56089,Defender (Right),178.0,72.0,Defender,Right,1,1800000,14.27293540500315,2.658365114959758,Madagascar,360,Medium,3.3027522935779823,27-30,183.0,26.0,14.076923076923075,Romain+Métanire+Minnesota+United,18800.0,-0.2371854544624239,0.0,2.2,2.1,1.1,0.3,1.5,0.5,0.1,0.0,Minnesota United,1.2,2.1,0.7,0.0,2.1,2.1,Minnesota United,Minnesota United,990.0,0.0,3.0,4.0,0.0,0.3,76.0,0.5,1.0,6.99,2019,0.0,0.0030303030303030303,0.0040404040404040395,0.0,0.0010101010101010099,1.7000000000000002,2.6,1.05,0.2,2.65,0.5,0.45,0.0,0.45,0.7,0.9,0.1,0.95,1.2000000000000002,0.25,72.25,0.8999999999999999,6.63,3300.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.002121212121212121,0.00030303030303030303,0.00030303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hassani Dotson,Dotson,Minnesota United,Above 200,MLS (USA),USA,/hassani-dotson/profil/spieler/636081,/Players/371031/Show/Hassani-Dotson,/Teams/9293/Show/USA-Minnesota-United,/minnesota-united-fc/startseite/verein/56089,Midfielder,180.0,77.0,Midfielder,None,1,720000,13.017002861746507,2.5662564153311536,United States,0,No agent,0.0,21-23,143.0,18.0,28.6,Hassani+Dotson+Minnesota+United,22400.0,-0.23615015148612944,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.5,0.0,Minnesota United,0.0,0.0,0.0,0.0,0.0,0.0,Minnesota United,Minnesota United,15.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,6.05,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Skrtel,Skrtel,Fenerbahce,Above 200,Super Lig (TUR),TUR,/martin-skrtel/profil/spieler/24180,/Players/19840/Show/Martin-Skrtel,/Teams/223/Show/Turkey-Fenerbahce,/fenerbahce-istanbul/startseite/verein/36,Defender (Centre),193.0,81.0,Defender,Centre,1,16200000,14.403297222866392,2.667457154181619,Slovakia,8383,Medium,261.96875,31-34,353.0,76.0,19.61111111111111,Martin+Skrtel+Fenerbahce,586000.0,-0.07406771886402252,66.66666666666666,1.2,1.2,0.9,0.8,6.3,0.5,1.2,1.0,Fenerbahce,0.2,0.1,0.6,0.1,0.0,0.3,Fenerbahce,Fenerbahce,2340.0,1.0,0.0,4.0,0.0,0.5,88.8,2.9,1.0,6.89,2018/2019,0.00042735042735042735,0.0,0.0017094017094017096,0.0,0.00042735042735042735,1.6555555555555557,1.2722222222222224,1.2833333333333334,0.5055555555555556,6.8055555555555545,0.3222222222222222,1.0722222222222222,0.3888888888888889,0.17222222222222222,0.17222222222222222,0.6166666666666667,0.07222222222222224,0.13333333333333333,0.16666666666666666,0.5111111111111111,86.71666666666665,2.8,6.974444444444442,26014.0,21.0,4.0,67.0,3.0,15.0,0.0008072576305066503,0.0001537633581917429,0.0025755362497116943,0.0001153225186438072,0.0005766125932190359,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0
Eljif Elmas,Elmas,Fenerbahce,Above 200,Super Lig (TUR),TUR,/eljif-elmas/profil/spieler/400489,/Players/339579/Show/Eljif-Elmas,/Teams/223/Show/Turkey-Fenerbahce,/fenerbahce-istanbul/startseite/verein/36,Midfielder (Centre),182.0,68.0,Midfielder,Centre,1,6750000,15.725053062848714,2.755255177006802,North Macedonia,579,Relatives,8.391304347826088,Sub_20,73.0,8.0,24.33333333333333,Eljif+Elmas+Fenerbahce,1710000.0,0.2491768770679295,0.0,0.5,1.1,1.1,0.0,0.3,1.0,0.1,0.0,Fenerbahce,0.5,0.6,0.7,0.0,0.8,1.3,Fenerbahce,Fenerbahce,1504.0,3.0,0.0,4.0,0.0,1.5,83.2,0.6,0.0,6.43,2018/2019,0.0019946808510638296,0.0,0.0026595744680851068,0.0,0.0,0.9,0.9333333333333332,1.2,0.03333333333333333,0.3,0.6333333333333334,0.06666666666666668,0.0,0.5,0.4666666666666667,1.0666666666666669,0.0,0.43333333333333335,0.9333333333333336,1.0,84.39999999999998,0.4666666666666666,6.43,954.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.00419287211740042,0.0010482180293501047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jailson,Jailson,Fenerbahce,Above 200,Super Lig (TUR),TUR,/jailson/profil/spieler/366948,/Players/318314/Show/Jailson,/Teams/223/Show/Turkey-Fenerbahce,/fenerbahce-istanbul/startseite/verein/36,Defensive Midfielder (C),178.0,74.0,Defensive Midfielder,None,1,3150000,14.962913010801813,2.7055746735642408,Brazil,0,No agent,0.0,21-23,143.0,18.0,20.428571428571427,Jailson+Fenerbahce,634000.0,-0.06026367918009575,0.0,1.0,2.4,1.2,0.0,1.4,0.8,0.2,0.0,Fenerbahce,0.8,0.6,0.8,0.1,0.8,1.1,Fenerbahce,Fenerbahce,1290.0,2.0,1.0,1.0,1.0,0.8,82.4,0.6,0.0,6.68,2018/2019,0.0015503875968992248,0.0007751937984496124,0.0007751937984496124,0.0007751937984496124,0.0,1.075,2.475,1.4,0.05,1.325,1.1,0.25,0.0,0.30000000000000004,0.6,1.0750000000000002,0.025,0.975,1.4,0.4500000000000001,85.775,1.325,6.775,4710.0,3.0,1.0,8.0,0.0,3.0,0.0006369426751592356,0.00021231422505307856,0.0016985138004246285,0.0,0.0006369426751592356,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Michael Frey,Frey,Fenerbahce,Above 200,Super Lig (TUR),TUR,/michael-frey/profil/spieler/147043,/Players/110427/Show/Michael-Frey,/Teams/223/Show/Turkey-Fenerbahce,/fenerbahce-istanbul/startseite/verein/36,Forward,188.0,86.0,Forward,None,1,2700000,14.626440774180605,2.682830902739576,Switzerland,0,Small,0.0,24-26,481.0,62.0,60.125,Michael+Frey+Fenerbahce,438000.0,-0.11663017455613008,0.0,0.1,0.7,1.7,0.0,0.4,0.5,0.1,0.0,Fenerbahce,0.4,0.1,0.7,0.4,1.3,1.3,Fenerbahce,Fenerbahce,614.0,3.0,0.0,2.0,0.0,1.4,62.9,2.8,0.0,6.46,2018/2019,0.004885993485342019,0.0,0.0032573289902280127,0.0,0.0,0.16,1.18,1.2200000000000002,0.0,0.32,0.3,0.06000000000000001,0.0,0.5599999999999999,0.24,0.72,0.36,1.14,1.28,1.2000000000000002,70.34,2.5200000000000005,6.574,1602.0,5.0,3.0,5.0,0.0,2.0,0.003121098626716604,0.0018726591760299626,0.003121098626716604,0.0,0.0012484394506866415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tolgay Arslan,Arslan,Fenerbahce,Above 200,Super Lig (TUR),TUR,/tolgay-arslan/profil/spieler/53536,/Players/77443/Show/Tolgay-Arslan,/Teams/223/Show/Turkey-Fenerbahce,/fenerbahce-istanbul/startseite/verein/36,Midfielder (Centre),180.0,77.0,Midfielder,Centre,1,6750000,15.033386267459203,2.7102734789513443,Germany,0,Medium,0.0,27-30,397.0,56.0,33.083333333333336,Tolgay+Arslan+Fenerbahce,1010000.0,0.04786796501066401,0.0,0.8,3.0,1.5,0.0,0.4,2.6,0.1,0.0,Fenerbahce,0.5,1.1,1.5,0.0,1.0,0.9,Fenerbahce,Fenerbahce,409.0,0.0,0.0,1.0,0.0,0.4,86.7,0.6,0.0,6.47,2018/2019,0.0,0.0,0.002444987775061125,0.0,0.0,0.7000000000000001,1.5625,1.2999999999999998,0.0125,0.2375,1.0937499999999998,0.04375,0.0,0.7,1.4187500000000002,1.5187500000000005,0.0125,0.9562499999999998,0.8937500000000002,0.70625,86.14375000000003,0.35625,6.60875,11944.0,3.0,15.0,41.0,2.0,4.0,0.0002511721366376423,0.0012558606831882114,0.0034326858673811122,0.00016744809109176155,0.00033489618218352315,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Alper Potuk,Potuk,Fenerbahce,Above 200,Super Lig (TUR),TUR,/alper-potuk/profil/spieler/99186,/Players/75461/Show/Alper-Potuk,/Teams/223/Show/Turkey-Fenerbahce,/fenerbahce-istanbul/startseite/verein/36,"Attacking Midfielder (Centre, Left, Right)",181.0,70.0,Midfielder,Centre,3,8100000,14.403297222866392,2.667457154181619,Turkey,530,No agent,13.589743589743591,27-30,185.0,32.0,15.416666666666664,Alper+Potuk+Fenerbahce,677000.0,-0.047897560296578,0.0,0.4,0.9,0.4,0.1,0.3,0.3,0.0,0.0,Fenerbahce,0.0,0.3,0.6,0.3,0.4,0.8,Fenerbahce,Fenerbahce,175.0,0.0,0.0,2.0,0.0,0.9,72.5,0.6,0.0,6.18,2018/2019,0.0,0.0,0.011428571428571429,0.0,0.0,0.5857142857142856,1.1571428571428568,1.3285714285714287,0.0,0.1,0.4142857142857143,0.014285714285714287,0.0,0.7999999999999999,1.457142857142857,1.585714285714286,0.07142857142857142,1.3571428571428572,1.5142857142857142,0.8142857142857143,80.44285714285716,0.6142857142857142,6.6971428571428575,7928.0,12.0,16.0,28.0,2.0,7.0,0.0015136226034308778,0.00201816347124117,0.0035317860746720484,0.00025227043390514626,0.0008829465186680121,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Ismail Köybasi,Köybasi,Fenerbahce,Above 200,Super Lig (TUR),TUR,/ismail-koybasi/profil/spieler/74641,/Players/40574/Show/Ismail-Köybasi,/Teams/223/Show/Turkey-Fenerbahce,/fenerbahce-istanbul/startseite/verein/36,"Defender (Left, Right)",177.0,75.0,Defender,Left,2,5400000,13.487006490992238,2.601726739812297,Turkey,1609,Small,41.256410256410255,27-30,766.0,98.0,58.92307692307693,Ismail+Köybasi+Fenerbahce,612000.0,-0.06659053070189551,0.0,0.6,1.5,1.1,0.3,0.9,1.1,0.0,0.0,Fenerbahce,0.8,1.3,0.5,0.1,0.6,0.6,Fenerbahce,Fenerbahce,450.0,0.0,0.0,4.0,0.0,0.4,81.0,0.8,0.0,6.54,2018/2019,0.0,0.0,0.008888888888888889,0.0,0.0,1.4999999999999998,2.16,1.03,0.19,1.25,0.7899999999999999,0.14,0.0,0.6699999999999999,1.05,0.8800000000000001,0.11,0.49,0.66,0.34,81.45,0.72,6.881,6328.0,2.0,7.0,18.0,2.0,1.0,0.0003160556257901391,0.0011061946902654867,0.002844500632111252,0.0003160556257901391,0.00015802781289506955,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Ismael Quílez,Quílez,Aldosivi,Top 150,Primera División (ARG),ARG,/ismael-quilez/profil/spieler/91360,/Players/125600/Show/Ismael-Quílez,/Teams/6145/Show/Argentina-Aldosivi,/club-atletico-aldosivi-mdp-/startseite/verein/12301,Defender (Right),179.0,76.0,Defender,Right,1,1260000,12.100712129872349,2.4932643045793417,Argentina,69,No agent,6.2727272727272725,27-30,183.0,26.0,13.071428571428573,Ismael+Quílez+Aldosivi,52450.0,-0.2275082474756711,0.0,2.5,0.5,2.5,0.0,5.0,0.5,0.0,0.0,Aldosivi,0.0,0.0,0.0,0.0,0.5,2.0,Aldosivi,Aldosivi,92.0,0.0,0.0,1.0,0.0,0.0,50.0,1.0,0.0,6.65,2018/2019,0.0,0.0,0.010869565217391304,0.0,0.0,2.1,1.9,1.15,0.15000000000000002,1.65,0.45,0.2,0.0,0.75,0.45,0.7,0.05,0.65,1.55,0.65,63.6,1.1,6.6,3053.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0006550933508024893,0.002947920078611202,0.00032754667540124465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristian Chávez,Chávez,Aldosivi,Top 150,Primera División (ARG),ARG,/cristian-chavez/profil/spieler/70132,/Players/41277/Show/Cristian-Chávez,/Teams/6145/Show/Argentina-Aldosivi,/club-atletico-aldosivi-mdp-/startseite/verein/12301,Attacking Midfielder (Left),171.0,70.0,Midfielder,Left,1,1130000,13.199324418540455,2.5801656478689607,Argentina,0,No agent,0.0,31-34,45.0,8.0,3.0,Cristian+Chávez+Aldosivi,149000.0,-0.19974199681977256,0.0,0.5,1.0,0.9,0.0,0.2,0.7,0.0,0.0,Aldosivi,0.8,1.0,1.6,0.5,2.0,3.7,Aldosivi,Aldosivi,1653.0,8.0,2.0,2.0,0.0,2.2,68.6,0.3,2.0,6.72,2018/2019,0.004839685420447671,0.0012099213551119178,0.0012099213551119178,0.0,0.0012099213551119178,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,80.0,0.0,6.01,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel Videla,Videla,Aldosivi,Top 150,Primera División (ARG),ARG,/ezequiel-videla/profil/spieler/125889,/Players/142259/Show/Ezequiel-Videla,/Teams/6145/Show/Argentina-Aldosivi,/club-atletico-aldosivi-mdp-/startseite/verein/12301,Midfielder (Centre),176.0,73.0,Midfielder,Centre,1,675000,12.323855681186556,2.511536870278525,Argentina,0,No agent,0.0,31-34,220.0,31.0,14.666666666666664,Ezequiel+Videla+Aldosivi,28400.0,-0.23442464652563855,0.0,1.6,0.8,0.8,0.0,0.6,1.4,0.0,0.0,Aldosivi,0.2,0.0,0.0,0.0,0.0,0.4,Aldosivi,Aldosivi,254.0,0.0,0.0,0.0,0.0,0.0,86.0,0.2,0.0,6.33,2018/2019,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,2.4,1.05,0.15,0.7,0.85,0.1,0.0,0.55,0.2,0.3,0.0,0.3,0.55,0.3,84.9,0.2,6.45,808.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.007425742574257425,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Emanuel Iñiguez,Iñiguez,Aldosivi,Top 150,Primera División (ARG),ARG,/emanuel-iniguez/profil/spieler/542138,/Players/361841/Show/Emanuel-Iñiguez,/Teams/6145/Show/Argentina-Aldosivi,/club-atletico-aldosivi-mdp-/startseite/verein/12301,Defender (Right),176.82833333333335,72.9825,Defender,Right,1,405000,12.911642346088676,2.5581294118013846,Argentina,0,No agent,0.0,21-23,143.0,18.0,23.83333333333333,Emanuel+Iñiguez+Aldosivi,21400.0,-0.23643773564621126,0.0,2.0,3.2,1.6,0.2,2.8,1.9,0.1,0.0,Aldosivi,0.5,1.1,1.8,0.0,0.7,1.5,Aldosivi,Aldosivi,1348.0,0.0,2.0,5.0,0.0,0.5,63.8,1.9,0.0,7.08,2018/2019,0.0,0.001483679525222552,0.0037091988130563795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leandro Sapetti,Sapetti,Aldosivi,Top 150,Primera División (ARG),ARG,/leandro-sapetti/profil/spieler/149486,/Players/93681/Show/Leandro-Sapetti,/Teams/6145/Show/Argentina-Aldosivi,/club-atletico-aldosivi-mdp-/startseite/verein/12301,Defender (Left),176.0,71.0,Defender,Left,1,495000,12.100712129872349,2.4932643045793417,Argentina,0,No agent,0.0,27-30,29.0,3.0,2.071428571428572,Leandro+Sapetti+Aldosivi,13800.0,-0.23862337526283295,0.0,2.5,1.5,2.0,0.5,5.5,0.0,0.0,0.0,Aldosivi,0.0,1.5,1.0,0.0,0.0,0.5,Aldosivi,Aldosivi,180.0,0.0,0.0,1.0,0.0,1.0,72.9,1.5,0.0,7.0,2018/2019,0.0,0.0,0.005555555555555557,0.0,0.0,2.9,2.7,0.6,0.4,2.4,1.3,0.1,0.0,0.6,0.3,0.3,0.1,0.4,0.6,0.1,63.3,2.1,7.08,610.0,1.0,1.0,1.0,0.0,1.0,0.001639344262295082,0.001639344262295082,0.001639344262295082,0.0,0.001639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando Godoy,Godoy,Aldosivi,Top 150,Primera División (ARG),ARG,/fernando-godoy/profil/spieler/130452,/Players/125516/Show/Fernando-Godoy,/Teams/6145/Show/Argentina-Aldosivi,/club-atletico-aldosivi-mdp-/startseite/verein/12301,Defensive Midfielder (C),172.0,70.0,Defensive Midfielder,None,1,720000,13.017002861746507,2.5662564153311536,Argentina,0,Small,0.0,27-30,6.0,1.0,0.4615384615384616,Fernando+Godoy+Aldosivi,371000.0,-0.1358983132816112,0.0,0.9,1.1,1.0,0.0,1.2,1.2,0.2,0.0,Aldosivi,0.3,0.1,0.2,0.0,0.2,0.7,Aldosivi,Aldosivi,946.0,0.0,1.0,2.0,0.0,0.7,80.7,0.7,0.0,6.41,2018/2019,0.0,0.0010570824524312897,0.00211416490486258,0.0,0.0,1.25,1.65,0.95,0.0,0.5,1.2,0.1,0.0,0.35,0.25,0.1,0.0,0.45,0.7,0.4,74.6,0.3,6.395,1885.0,0.0,2.0,6.0,2.0,1.0,0.0,0.0010610079575596816,0.003183023872679045,0.0010610079575596816,0.0005305039787798408,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Zac MacMath,MacMath,Vancouver Whitecaps,Above 200,MLS (USA),USA,/zac-macmath/profil/spieler/156300,/Players/99246/Show/Zac-MacMath,/Teams/11134/Show/Canada-Vancouver-Whitecaps,/vancouver-whitecaps/startseite/verein/6321,Goalkeeper,188.0,80.0,Goalkeeper,None,1,608000,12.793859310432293,2.5489653144403843,United States,270,Medium,11.25,27-30,30.0,5.0,2.727272727272727,Zac+MacMath+Vancouver+Whitecaps,51200.0,-0.2278677276757733,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Vancouver Whitecaps,0.0,0.0,0.0,0.0,0.0,0.0,Vancouver Whitecaps,Vancouver Whitecaps,90.0,0.0,0.0,0.0,0.0,0.0,57.1,1.0,0.0,6.97,2019,0.0,0.0,0.0,0.0,0.0,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.0,1.0000000000000002,0.05000000000000001,0.0,0.16666666666666666,0.06666666666666668,0.03333333333333333,0.13333333333333333,0.0,0.0,0.08333333333333333,0.0,55.7,0.3,6.525000000000001,8619.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0008121591831999072,0.0,0.00046409096182851837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakob Nerwinski,Nerwinski,Vancouver Whitecaps,Above 200,MLS (USA),USA,/jake-nerwinski/profil/spieler/482612,/Players/334570/Show/Jakob-Nerwinski,/Teams/11134/Show/Canada-Vancouver-Whitecaps,/vancouver-whitecaps/startseite/verein/6321,Defender (Right),183.0,79.0,Defender,Right,1,608000,13.317930160948306,2.5891112597152506,United States,0,No agent,0.0,24-26,174.0,23.0,21.75,Jakob+Nerwinski+Vancouver+Whitecaps,14000.0,-0.23856585843081665,0.0,1.1,1.5,0.8,0.1,2.5,0.8,1.0,0.0,Vancouver Whitecaps,0.1,0.8,1.0,0.0,1.1,1.3,Vancouver Whitecaps,Vancouver Whitecaps,720.0,0.0,0.0,0.0,0.0,0.3,82.2,2.0,0.0,6.69,2019,0.0,0.0,0.0,0.0,0.0,1.5499999999999998,1.95,0.9,0.2,3.2,0.6499999999999999,0.4,0.0,0.5,0.95,0.95,0.05,0.55,0.8,0.15000000000000002,77.1,1.35,6.865,4136.0,0.0,4.0,4.0,0.0,2.0,0.0,0.000967117988394584,0.000967117988394584,0.0,0.00048355899419729207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fredy Montero,Montero,Vancouver Whitecaps,Above 200,MLS (USA),USA,/fredy-montero/profil/spieler/73852,/Players/23866/Show/Fredy-Montero,/Teams/11134/Show/Canada-Vancouver-Whitecaps,/vancouver-whitecaps/startseite/verein/6321,Attacking Midfielder (Centre),176.0,73.0,Midfielder,Centre,1,9900000,14.626440774180605,2.682830902739576,Colombia,100,Small,8.333333333333332,31-34,58.0,13.0,3.8666666666666663,Fredy+Montero+Vancouver+Whitecaps,113000.0,-0.21009502658271764,21.212121212121197,0.4,1.6,1.0,0.0,0.2,1.2,0.1,0.0,Vancouver Whitecaps,1.0,0.8,1.7,0.2,1.9,1.9,Vancouver Whitecaps,Vancouver Whitecaps,702.0,3.0,1.0,1.0,0.0,1.7,73.0,0.9,1.0,6.77,2019,0.004273504273504274,0.0014245014245014244,0.0014245014245014244,0.0,0.0014245014245014244,0.2333333333333333,0.6777777777777779,1.1444444444444446,0.022222222222222227,0.2666666666666667,0.37777777777777777,0.011111111111111113,0.0,1.0555555555555556,0.4444444444444445,1.2555555555555555,0.4111111111111112,1.1888888888888889,1.522222222222222,2.0,73.95555555555558,0.7333333333333334,6.772222222222222,7408.0,34.0,13.0,15.0,0.0,13.0,0.00458963282937365,0.0017548596112311016,0.0020248380129589635,0.0,0.0017548596112311016,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Michael Brouwer,Brouwer,Heracles,Above 200,Eredivise (NET),NET,/michael-brouwer/profil/spieler/231650,/Players/116684/Show/Michael-Brouwer,/Teams/870/Show/Netherlands-Heracles,/heracles-almelo/startseite/verein/1304,Goalkeeper,190.0,91.0,Goalkeeper,None,1,90000,11.407564949312404,2.434276727365553,Netherlands,0,No agent,0.0,24-26,174.0,23.0,17.4,Michael+Brouwer+Heracles,489000.0,-0.10196338239195787,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Heracles,0.0,0.0,0.0,0.0,0.0,0.0,Heracles,Heracles,45.0,0.0,0.0,0.0,0.0,0.0,61.1,0.0,0.0,6.28,2018/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
